setup_ko,setup_move,atk_mul,target_ko,turns_after_1_setup
따라큐,칼춤,2,클레스퍼트라,2
따라큐,칼춤,2,창파나이트,2
따라큐,칼춤,2,우츠보트,3
따라큐,칼춤,2,가라르야도킹,2
따라큐,칼춤,2,깜까미,2
따라큐,칼춤,2,엘풍,3
따라큐,칼춤,2,저승갓숭,2
따라큐,칼춤,2,스트린더(하이),3
따라큐,칼춤,2,샤미드,2
따라큐,칼춤,2,사마자르,3
따라큐,칼춤,2,인텔리레온,2
따라큐,칼춤,2,깨비물거미,3
따라큐,칼춤,2,가디안,2
따라큐,칼춤,2,왕구리,2
따라큐,칼춤,2,엘레이드,2
따라큐,칼춤,2,브리무음,2
따라큐,칼춤,2,눈여아,2
따라큐,칼춤,2,어흥염,3
따라큐,칼춤,2,마릴리,2
따라큐,칼춤,2,올리르바,3
따라큐,칼춤,2,스트린더(로우),3
따라큐,칼춤,2,펜드라,3
따라큐,칼춤,2,화염레오,2
따라큐,칼춤,2,윈디(히스이),3
따라큐,칼춤,2,캥카,3
따라큐,칼춤,2,꿈트렁,3
따라큐,칼춤,2,에써르(암컷),2
따라큐,칼춤,2,후딘,2
따라큐,칼춤,2,드래캄,3
고릴타,칼춤,2,보만다,5
고릴타,칼춤,2,한카리아스,2
고릴타,칼춤,2,누리레느,2
고릴타,칼춤,2,갑주무사,2
고릴타,칼춤,2,하마돈,2
고릴타,칼춤,2,루카리오,2
고릴타,칼춤,2,드닐레이브,2
고릴타,칼춤,2,브리두라스,2
고릴타,칼춤,2,타부자고,2
고릴타,칼춤,2,따라큐,2
고릴타,칼춤,2,킬가르도,2
고릴타,칼춤,2,마스카나,2
고릴타,칼춤,2,갸라도스,3
고릴타,칼춤,2,아머까오,3
고릴타,칼춤,2,킬라플로르,2
고릴타,칼춤,2,대쓰여너,2
고릴타,칼춤,2,리자몽,3
고릴타,칼춤,2,포푸니크,2
고릴타,칼춤,2,개굴닌자,2
고릴타,칼춤,2,에이스번,2
고릴타,칼춤,2,알로라 나인테일,2
고릴타,칼춤,2,에써르(수컷),2
고릴타,칼춤,2,워시로토무,2
고릴타,칼춤,2,불카모스,3
고릴타,칼춤,2,빠르모트,2
고릴타,칼춤,2,라우드본,3
고릴타,칼춤,2,삼삼드래,2
고릴타,칼춤,2,메타그로스,2
고릴타,칼춤,2,망나뇽,4
고릴타,칼춤,2,님피아,2
고릴타,칼춤,2,히트로토무,3
고릴타,칼춤,2,거북왕,2
고릴타,칼춤,2,대도각참,2
고릴타,칼춤,2,팬텀,2
고릴타,칼춤,2,마폭시,2
고릴타,칼춤,2,엠페르트,2
고릴타,칼춤,2,번치코,2
고릴타,칼춤,2,대짱이,2
고릴타,칼춤,2,라이츄,2
고릴타,칼춤,2,블래키,2
고릴타,칼춤,2,다크펫,2
고릴타,칼춤,2,더시마사리,3
고릴타,칼춤,2,핫삼,3
고릴타,칼춤,2,오롱털,2
고릴타,칼춤,2,픽시,2
고릴타,칼춤,2,카디나르마,2
고릴타,칼춤,2,앱솔,2
고릴타,칼춤,2,찌리배리,3
고릴타,칼춤,2,맘모꾸리,2
고릴타,칼춤,2,파라블레이즈,2
고릴타,칼춤,2,패리퍼,2
고릴타,칼춤,2,찌르호크,3
고릴타,칼춤,2,대검귀,2
고릴타,칼춤,2,마기라스,2
고릴타,칼춤,2,이어롭,2
고릴타,칼춤,2,플라엣테,2
고릴타,칼춤,2,배바닐라,2
고릴타,칼춤,2,드래펄트,2
고릴타,칼춤,2,입치트,2
고릴타,칼춤,2,메가니움,3
고릴타,칼춤,2,메타몽,2
고릴타,칼춤,2,이상해꽃,3
고릴타,칼춤,2,밀로틱,2
고릴타,칼춤,2,스코빌런,2
고릴타,칼춤,2,아쿠스타,2
고릴타,칼춤,2,몰드류,2
고릴타,칼춤,2,조로아크(히스이),2
고릴타,칼춤,2,미끄래곤(히스이),2
고릴타,칼춤,2,잠만보,2
고릴타,칼춤,2,무장조,3
고릴타,칼춤,2,클레스퍼트라,2
고릴타,칼춤,2,창파나이트,2
고릴타,칼춤,2,우츠보트,3
고릴타,칼춤,2,가라르야도킹,2
고릴타,칼춤,2,깜까미,2
고릴타,칼춤,2,엘풍,3
고릴타,칼춤,2,저승갓숭,2
고릴타,칼춤,2,스트린더(하이),2
고릴타,칼춤,2,샤미드,2
고릴타,칼춤,2,사마자르,2
고릴타,칼춤,2,인텔리레온,2
고릴타,칼춤,2,깨비물거미,2
고릴타,칼춤,2,가디안,2
고릴타,칼춤,2,왕구리,2
고릴타,칼춤,2,엘레이드,2
고릴타,칼춤,2,브리무음,2
고릴타,칼춤,2,눈여아,2
고릴타,칼춤,2,어흥염,2
고릴타,칼춤,2,마릴리,2
고릴타,칼춤,2,올리르바,2
고릴타,칼춤,2,스트린더(로우),2
고릴타,칼춤,2,펜드라,3
고릴타,칼춤,2,화염레오,2
고릴타,칼춤,2,윈디(히스이),2
고릴타,칼춤,2,캥카,2
고릴타,칼춤,2,꿈트렁,2
고릴타,칼춤,2,에써르(암컷),2
고릴타,칼춤,2,후딘,2
고릴타,칼춤,2,드래캄,2
킬가르도,칼춤,2,보만다,2
킬가르도,칼춤,2,한카리아스,2
킬가르도,칼춤,2,누리레느,2
킬가르도,칼춤,2,갑주무사,3
킬가르도,칼춤,2,하마돈,2
킬가르도,칼춤,2,루카리오,2
킬가르도,칼춤,2,드닐레이브,2
킬가르도,칼춤,2,브리두라스,2
킬가르도,칼춤,2,타부자고,2
킬가르도,칼춤,2,따라큐,2
킬가르도,칼춤,2,고릴타,2
킬가르도,칼춤,2,마스카나,2
킬가르도,칼춤,2,갸라도스,3
킬가르도,칼춤,2,아머까오,3
킬가르도,칼춤,2,킬라플로르,2
킬가르도,칼춤,2,대쓰여너,2
킬가르도,칼춤,2,리자몽,2
킬가르도,칼춤,2,포푸니크,2
킬가르도,칼춤,2,개굴닌자,2
킬가르도,칼춤,2,에이스번,2
킬가르도,칼춤,2,알로라 나인테일,2
킬가르도,칼춤,2,에써르(수컷),2
킬가르도,칼춤,2,워시로토무,2
킬가르도,칼춤,2,불카모스,2
킬가르도,칼춤,2,빠르모트,2
킬가르도,칼춤,2,라우드본,2
킬가르도,칼춤,2,삼삼드래,2
킬가르도,칼춤,2,메타그로스,2
킬가르도,칼춤,2,망나뇽,3
킬가르도,칼춤,2,님피아,2
킬가르도,칼춤,2,히트로토무,2
킬가르도,칼춤,2,거북왕,2
킬가르도,칼춤,2,대도각참,2
킬가르도,칼춤,2,팬텀,2
킬가르도,칼춤,2,마폭시,2
킬가르도,칼춤,2,엠페르트,2
킬가르도,칼춤,2,번치코,2
킬가르도,칼춤,2,대짱이,3
킬가르도,칼춤,2,라이츄,2
킬가르도,칼춤,2,블래키,3
킬가르도,칼춤,2,다크펫,2
킬가르도,칼춤,2,더시마사리,3
킬가르도,칼춤,2,핫삼,3
킬가르도,칼춤,2,오롱털,2
킬가르도,칼춤,2,픽시,2
킬가르도,칼춤,2,카디나르마,2
킬가르도,칼춤,2,앱솔,2
킬가르도,칼춤,2,찌리배리,3
킬가르도,칼춤,2,맘모꾸리,2
킬가르도,칼춤,2,파라블레이즈,2
킬가르도,칼춤,2,패리퍼,2
킬가르도,칼춤,2,찌르호크,2
킬가르도,칼춤,2,대검귀,2
킬가르도,칼춤,2,마기라스,2
킬가르도,칼춤,2,이어롭,2
킬가르도,칼춤,2,플라엣테,2
킬가르도,칼춤,2,배바닐라,2
킬가르도,칼춤,2,드래펄트,2
킬가르도,칼춤,2,입치트,2
킬가르도,칼춤,2,메가니움,3
킬가르도,칼춤,2,메타몽,2
킬가르도,칼춤,2,이상해꽃,2
킬가르도,칼춤,2,밀로틱,3
킬가르도,칼춤,2,스코빌런,2
킬가르도,칼춤,2,아쿠스타,2
킬가르도,칼춤,2,몰드류,2
킬가르도,칼춤,2,조로아크(히스이),2
킬가르도,칼춤,2,미끄래곤(히스이),2
킬가르도,칼춤,2,잠만보,2
킬가르도,칼춤,2,무장조,3
킬가르도,칼춤,2,클레스퍼트라,2
킬가르도,칼춤,2,창파나이트,2
킬가르도,칼춤,2,우츠보트,2
킬가르도,칼춤,2,가라르야도킹,2
킬가르도,칼춤,2,깜까미,2
킬가르도,칼춤,2,엘풍,2
킬가르도,칼춤,2,저승갓숭,2
킬가르도,칼춤,2,스트린더(하이),2
킬가르도,칼춤,2,샤미드,3
킬가르도,칼춤,2,사마자르,2
킬가르도,칼춤,2,인텔리레온,2
킬가르도,칼춤,2,깨비물거미,2
킬가르도,칼춤,2,가디안,2
킬가르도,칼춤,2,왕구리,2
킬가르도,칼춤,2,엘레이드,2
킬가르도,칼춤,2,브리무음,2
킬가르도,칼춤,2,눈여아,2
킬가르도,칼춤,2,어흥염,3
킬가르도,칼춤,2,마릴리,2
킬가르도,칼춤,2,올리르바,2
킬가르도,칼춤,2,스트린더(로우),2
킬가르도,칼춤,2,펜드라,2
킬가르도,칼춤,2,화염레오,2
킬가르도,칼춤,2,윈디(히스이),2
킬가르도,칼춤,2,캥카,2
킬가르도,칼춤,2,꿈트렁,2
킬가르도,칼춤,2,에써르(암컷),2
킬가르도,칼춤,2,후딘,2
킬가르도,칼춤,2,드래캄,2
갸라도스,용의춤,1.5,보만다,3
갸라도스,용의춤,1.5,한카리아스,2
갸라도스,용의춤,1.5,누리레느,2
갸라도스,용의춤,1.5,갑주무사,3
갸라도스,용의춤,1.5,하마돈,3
갸라도스,용의춤,1.5,루카리오,2
갸라도스,용의춤,1.5,드닐레이브,3
갸라도스,용의춤,1.5,브리두라스,3
갸라도스,용의춤,1.5,타부자고,3
갸라도스,용의춤,1.5,따라큐,3
갸라도스,용의춤,1.5,고릴타,3
갸라도스,용의춤,1.5,킬가르도,3
갸라도스,용의춤,1.5,마스카나,3
갸라도스,용의춤,1.5,아머까오,4
갸라도스,용의춤,1.5,킬라플로르,2
갸라도스,용의춤,1.5,대쓰여너,2
갸라도스,용의춤,1.5,리자몽,2
갸라도스,용의춤,1.5,포푸니크,2
갸라도스,용의춤,1.5,개굴닌자,2
갸라도스,용의춤,1.5,에이스번,2
갸라도스,용의춤,1.5,알로라 나인테일,3
갸라도스,용의춤,1.5,에써르(수컷),2
갸라도스,용의춤,1.5,워시로토무,2
갸라도스,용의춤,1.5,불카모스,2
갸라도스,용의춤,1.5,빠르모트,2
갸라도스,용의춤,1.5,라우드본,3
갸라도스,용의춤,1.5,삼삼드래,3
갸라도스,용의춤,1.5,메타그로스,3
갸라도스,용의춤,1.5,망나뇽,3
갸라도스,용의춤,1.5,님피아,4
갸라도스,용의춤,1.5,히트로토무,2
갸라도스,용의춤,1.5,거북왕,2
갸라도스,용의춤,1.5,대도각참,3
갸라도스,용의춤,1.5,팬텀,2
갸라도스,용의춤,1.5,마폭시,2
갸라도스,용의춤,1.5,엠페르트,3
갸라도스,용의춤,1.5,번치코,2
갸라도스,용의춤,1.5,대짱이,2
갸라도스,용의춤,1.5,라이츄,2
갸라도스,용의춤,1.5,블래키,4
갸라도스,용의춤,1.5,다크펫,2
갸라도스,용의춤,1.5,더시마사리,3
갸라도스,용의춤,1.5,핫삼,3
갸라도스,용의춤,1.5,오롱털,3
갸라도스,용의춤,1.5,픽시,4
갸라도스,용의춤,1.5,카디나르마,2
갸라도스,용의춤,1.5,앱솔,3
갸라도스,용의춤,1.5,찌리배리,3
갸라도스,용의춤,1.5,맘모꾸리,2
갸라도스,용의춤,1.5,파라블레이즈,2
갸라도스,용의춤,1.5,패리퍼,3
갸라도스,용의춤,1.5,찌르호크,4
갸라도스,용의춤,1.5,대검귀,2
갸라도스,용의춤,1.5,마기라스,2
갸라도스,용의춤,1.5,이어롭,3
갸라도스,용의춤,1.5,플라엣테,3
갸라도스,용의춤,1.5,배바닐라,3
갸라도스,용의춤,1.5,드래펄트,3
갸라도스,용의춤,1.5,입치트,3
갸라도스,용의춤,1.5,메가니움,4
갸라도스,용의춤,1.5,메타몽,3
갸라도스,용의춤,1.5,이상해꽃,3
갸라도스,용의춤,1.5,밀로틱,3
갸라도스,용의춤,1.5,스코빌런,3
갸라도스,용의춤,1.5,아쿠스타,2
갸라도스,용의춤,1.5,몰드류,2
갸라도스,용의춤,1.5,조로아크(히스이),2
갸라도스,용의춤,1.5,미끄래곤(히스이),3
갸라도스,용의춤,1.5,잠만보,3
갸라도스,용의춤,1.5,무장조,4
갸라도스,용의춤,1.5,클레스퍼트라,3
갸라도스,용의춤,1.5,창파나이트,3
갸라도스,용의춤,1.5,우츠보트,3
갸라도스,용의춤,1.5,가라르야도킹,3
갸라도스,용의춤,1.5,깜까미,3
갸라도스,용의춤,1.5,엘풍,3
갸라도스,용의춤,1.5,저승갓숭,3
갸라도스,용의춤,1.5,스트린더(하이),2
갸라도스,용의춤,1.5,샤미드,3
갸라도스,용의춤,1.5,사마자르,2
갸라도스,용의춤,1.5,인텔리레온,2
갸라도스,용의춤,1.5,깨비물거미,3
갸라도스,용의춤,1.5,가디안,3
갸라도스,용의춤,1.5,왕구리,2
갸라도스,용의춤,1.5,엘레이드,3
갸라도스,용의춤,1.5,브리무음,3
갸라도스,용의춤,1.5,눈여아,3
갸라도스,용의춤,1.5,어흥염,3
갸라도스,용의춤,1.5,마릴리,2
갸라도스,용의춤,1.5,올리르바,3
갸라도스,용의춤,1.5,스트린더(로우),2
갸라도스,용의춤,1.5,펜드라,3
갸라도스,용의춤,1.5,화염레오,2
갸라도스,용의춤,1.5,윈디(히스이),2
갸라도스,용의춤,1.5,캥카,3
갸라도스,용의춤,1.5,꿈트렁,3
갸라도스,용의춤,1.5,에써르(암컷),3
갸라도스,용의춤,1.5,후딘,2
갸라도스,용의춤,1.5,드래캄,2
아머까오,벌크업,1.5,보만다,5
아머까오,벌크업,1.5,한카리아스,4
아머까오,벌크업,1.5,누리레느,3
아머까오,벌크업,1.5,갑주무사,3
아머까오,벌크업,1.5,하마돈,4
아머까오,벌크업,1.5,루카리오,3
아머까오,벌크업,1.5,드닐레이브,3
아머까오,벌크업,1.5,브리두라스,4
아머까오,벌크업,1.5,타부자고,7
아머까오,벌크업,1.5,따라큐,3
아머까오,벌크업,1.5,고릴타,3
아머까오,벌크업,1.5,킬가르도,5
아머까오,벌크업,1.5,마스카나,2
아머까오,벌크업,1.5,갸라도스,4
아머까오,벌크업,1.5,킬라플로르,3
아머까오,벌크업,1.5,대쓰여너,3
아머까오,벌크업,1.5,리자몽,4
아머까오,벌크업,1.5,포푸니크,2
아머까오,벌크업,1.5,개굴닌자,3
아머까오,벌크업,1.5,에이스번,3
아머까오,벌크업,1.5,알로라 나인테일,2
아머까오,벌크업,1.5,에써르(수컷),3
아머까오,벌크업,1.5,워시로토무,5
아머까오,벌크업,1.5,불카모스,3
아머까오,벌크업,1.5,빠르모트,3
아머까오,벌크업,1.5,라우드본,5
아머까오,벌크업,1.5,삼삼드래,4
아머까오,벌크업,1.5,메타그로스,5
아머까오,벌크업,1.5,망나뇽,4
아머까오,벌크업,1.5,님피아,3
아머까오,벌크업,1.5,히트로토무,5
아머까오,벌크업,1.5,거북왕,4
아머까오,벌크업,1.5,대도각참,3
아머까오,벌크업,1.5,팬텀,3
아머까오,벌크업,1.5,마폭시,3
아머까오,벌크업,1.5,엠페르트,4
아머까오,벌크업,1.5,번치코,2
아머까오,벌크업,1.5,대짱이,3
아머까오,벌크업,1.5,라이츄,4
아머까오,벌크업,1.5,블래키,4
아머까오,벌크업,1.5,다크펫,3
아머까오,벌크업,1.5,더시마사리,4
아머까오,벌크업,1.5,핫삼,4
아머까오,벌크업,1.5,오롱털,3
아머까오,벌크업,1.5,픽시,4
아머까오,벌크업,1.5,카디나르마,4
아머까오,벌크업,1.5,앱솔,3
아머까오,벌크업,1.5,찌리배리,8
아머까오,벌크업,1.5,맘모꾸리,3
아머까오,벌크업,1.5,파라블레이즈,3
아머까오,벌크업,1.5,패리퍼,4
아머까오,벌크업,1.5,찌르호크,4
아머까오,벌크업,1.5,대검귀,3
아머까오,벌크업,1.5,마기라스,3
아머까오,벌크업,1.5,이어롭,3
아머까오,벌크업,1.5,플라엣테,3
아머까오,벌크업,1.5,배바닐라,3
아머까오,벌크업,1.5,드래펄트,3
아머까오,벌크업,1.5,입치트,4
아머까오,벌크업,1.5,메가니움,3
아머까오,벌크업,1.5,메타몽,3
아머까오,벌크업,1.5,이상해꽃,3
아머까오,벌크업,1.5,밀로틱,4
아머까오,벌크업,1.5,스코빌런,2
아머까오,벌크업,1.5,아쿠스타,3
아머까오,벌크업,1.5,몰드류,3
아머까오,벌크업,1.5,조로아크(히스이),3
아머까오,벌크업,1.5,미끄래곤(히스이),4
아머까오,벌크업,1.5,잠만보,4
아머까오,벌크업,1.5,무장조,5
아머까오,벌크업,1.5,클레스퍼트라,3
아머까오,벌크업,1.5,창파나이트,2
아머까오,벌크업,1.5,우츠보트,2
아머까오,벌크업,1.5,가라르야도킹,4
아머까오,벌크업,1.5,깜까미,3
아머까오,벌크업,1.5,엘풍,2
아머까오,벌크업,1.5,저승갓숭,3
아머까오,벌크업,1.5,스트린더(하이),5
아머까오,벌크업,1.5,샤미드,4
아머까오,벌크업,1.5,사마자르,3
아머까오,벌크업,1.5,인텔리레온,3
아머까오,벌크업,1.5,깨비물거미,2
아머까오,벌크업,1.5,가디안,3
아머까오,벌크업,1.5,왕구리,4
아머까오,벌크업,1.5,엘레이드,2
아머까오,벌크업,1.5,브리무음,3
아머까오,벌크업,1.5,눈여아,3
아머까오,벌크업,1.5,어흥염,4
아머까오,벌크업,1.5,마릴리,3
아머까오,벌크업,1.5,올리르바,3
아머까오,벌크업,1.5,스트린더(로우),5
아머까오,벌크업,1.5,펜드라,2
아머까오,벌크업,1.5,화염레오,3
아머까오,벌크업,1.5,윈디(히스이),3
아머까오,벌크업,1.5,캥카,3
아머까오,벌크업,1.5,꿈트렁,4
아머까오,벌크업,1.5,에써르(암컷),3
아머까오,벌크업,1.5,후딘,3
아머까오,벌크업,1.5,드래캄,3
리자몽,용의춤,1.5,보만다,4
리자몽,용의춤,1.5,한카리아스,3
리자몽,용의춤,1.5,누리레느,3
리자몽,용의춤,1.5,갑주무사,3
리자몽,용의춤,1.5,하마돈,3
리자몽,용의춤,1.5,루카리오,2
리자몽,용의춤,1.5,드닐레이브,3
리자몽,용의춤,1.5,브리두라스,3
리자몽,용의춤,1.5,타부자고,2
리자몽,용의춤,1.5,따라큐,3
리자몽,용의춤,1.5,고릴타,2
리자몽,용의춤,1.5,킬가르도,2
리자몽,용의춤,1.5,마스카나,2
리자몽,용의춤,1.5,갸라도스,3
리자몽,용의춤,1.5,아머까오,2
리자몽,용의춤,1.5,킬라플로르,4
리자몽,용의춤,1.5,대쓰여너,3
리자몽,용의춤,1.5,포푸니크,3
리자몽,용의춤,1.5,개굴닌자,2
리자몽,용의춤,1.5,에이스번,4
리자몽,용의춤,1.5,알로라 나인테일,2
리자몽,용의춤,1.5,에써르(수컷),3
리자몽,용의춤,1.5,워시로토무,3
리자몽,용의춤,1.5,불카모스,3
리자몽,용의춤,1.5,빠르모트,3
리자몽,용의춤,1.5,라우드본,5
리자몽,용의춤,1.5,삼삼드래,3
리자몽,용의춤,1.5,메타그로스,2
리자몽,용의춤,1.5,망나뇽,3
리자몽,용의춤,1.5,님피아,3
리자몽,용의춤,1.5,히트로토무,4
리자몽,용의춤,1.5,거북왕,3
리자몽,용의춤,1.5,대도각참,2
리자몽,용의춤,1.5,팬텀,3
리자몽,용의춤,1.5,마폭시,4
리자몽,용의춤,1.5,엠페르트,3
리자몽,용의춤,1.5,번치코,2
리자몽,용의춤,1.5,대짱이,2
리자몽,용의춤,1.5,라이츄,3
리자몽,용의춤,1.5,블래키,4
리자몽,용의춤,1.5,다크펫,2
리자몽,용의춤,1.5,더시마사리,5
리자몽,용의춤,1.5,핫삼,2
리자몽,용의춤,1.5,오롱털,3
리자몽,용의춤,1.5,픽시,3
리자몽,용의춤,1.5,카디나르마,4
리자몽,용의춤,1.5,앱솔,2
리자몽,용의춤,1.5,찌리배리,4
리자몽,용의춤,1.5,맘모꾸리,2
리자몽,용의춤,1.5,파라블레이즈,4
리자몽,용의춤,1.5,패리퍼,3
리자몽,용의춤,1.5,찌르호크,3
리자몽,용의춤,1.5,대검귀,2
리자몽,용의춤,1.5,마기라스,3
리자몽,용의춤,1.5,이어롭,3
리자몽,용의춤,1.5,플라엣테,3
리자몽,용의춤,1.5,배바닐라,2
리자몽,용의춤,1.5,드래펄트,3
리자몽,용의춤,1.5,입치트,2
리자몽,용의춤,1.5,메가니움,2
리자몽,용의춤,1.5,메타몽,2
리자몽,용의춤,1.5,이상해꽃,2
리자몽,용의춤,1.5,밀로틱,4
리자몽,용의춤,1.5,스코빌런,2
리자몽,용의춤,1.5,아쿠스타,2
리자몽,용의춤,1.5,몰드류,2
리자몽,용의춤,1.5,조로아크(히스이),2
리자몽,용의춤,1.5,미끄래곤(히스이),3
리자몽,용의춤,1.5,잠만보,5
리자몽,용의춤,1.5,무장조,3
리자몽,용의춤,1.5,클레스퍼트라,3
리자몽,용의춤,1.5,창파나이트,2
리자몽,용의춤,1.5,우츠보트,2
리자몽,용의춤,1.5,가라르야도킹,4
리자몽,용의춤,1.5,깜까미,3
리자몽,용의춤,1.5,엘풍,2
리자몽,용의춤,1.5,저승갓숭,3
리자몽,용의춤,1.5,스트린더(하이),3
리자몽,용의춤,1.5,샤미드,3
리자몽,용의춤,1.5,사마자르,3
리자몽,용의춤,1.5,인텔리레온,2
리자몽,용의춤,1.5,깨비물거미,3
리자몽,용의춤,1.5,가디안,3
리자몽,용의춤,1.5,왕구리,3
리자몽,용의춤,1.5,엘레이드,3
리자몽,용의춤,1.5,브리무음,3
리자몽,용의춤,1.5,눈여아,2
리자몽,용의춤,1.5,어흥염,4
리자몽,용의춤,1.5,마릴리,3
리자몽,용의춤,1.5,올리르바,2
리자몽,용의춤,1.5,스트린더(로우),3
리자몽,용의춤,1.5,펜드라,2
리자몽,용의춤,1.5,화염레오,3
리자몽,용의춤,1.5,윈디(히스이),4
리자몽,용의춤,1.5,캥카,3
리자몽,용의춤,1.5,꿈트렁,2
리자몽,용의춤,1.5,에써르(암컷),3
리자몽,용의춤,1.5,후딘,3
리자몽,용의춤,1.5,드래캄,3
포푸니크,칼춤,2,보만다,4
포푸니크,칼춤,2,한카리아스,3
포푸니크,칼춤,2,누리레느,2
포푸니크,칼춤,2,갑주무사,3
포푸니크,칼춤,2,하마돈,3
포푸니크,칼춤,2,루카리오,2
포푸니크,칼춤,2,드닐레이브,2
포푸니크,칼춤,2,브리두라스,2
포푸니크,칼춤,2,타부자고,3
포푸니크,칼춤,2,따라큐,2
포푸니크,칼춤,2,고릴타,2
포푸니크,칼춤,2,킬가르도,3
포푸니크,칼춤,2,마스카나,2
포푸니크,칼춤,2,갸라도스,3
포푸니크,칼춤,2,아머까오,3
포푸니크,칼춤,2,킬라플로르,2
포푸니크,칼춤,2,대쓰여너,3
포푸니크,칼춤,2,리자몽,2
포푸니크,칼춤,2,개굴닌자,2
포푸니크,칼춤,2,에이스번,2
포푸니크,칼춤,2,알로라 나인테일,2
포푸니크,칼춤,2,에써르(수컷),2
포푸니크,칼춤,2,워시로토무,2
포푸니크,칼춤,2,불카모스,2
포푸니크,칼춤,2,빠르모트,2
포푸니크,칼춤,2,라우드본,3
포푸니크,칼춤,2,삼삼드래,2
포푸니크,칼춤,2,메타그로스,3
포푸니크,칼춤,2,망나뇽,3
포푸니크,칼춤,2,님피아,2
포푸니크,칼춤,2,히트로토무,2
포푸니크,칼춤,2,거북왕,2
포푸니크,칼춤,2,대도각참,2
포푸니크,칼춤,2,팬텀,2
포푸니크,칼춤,2,마폭시,2
포푸니크,칼춤,2,엠페르트,2
포푸니크,칼춤,2,번치코,2
포푸니크,칼춤,2,대짱이,2
포푸니크,칼춤,2,라이츄,2
포푸니크,칼춤,2,블래키,2
포푸니크,칼춤,2,다크펫,2
포푸니크,칼춤,2,더시마사리,4
포푸니크,칼춤,2,핫삼,2
포푸니크,칼춤,2,오롱털,2
포푸니크,칼춤,2,픽시,2
포푸니크,칼춤,2,카디나르마,3
포푸니크,칼춤,2,앱솔,2
포푸니크,칼춤,2,찌리배리,3
포푸니크,칼춤,2,맘모꾸리,2
포푸니크,칼춤,2,파라블레이즈,2
포푸니크,칼춤,2,패리퍼,3
포푸니크,칼춤,2,찌르호크,3
포푸니크,칼춤,2,대검귀,2
포푸니크,칼춤,2,마기라스,2
포푸니크,칼춤,2,이어롭,2
포푸니크,칼춤,2,플라엣테,2
포푸니크,칼춤,2,배바닐라,2
포푸니크,칼춤,2,드래펄트,2
포푸니크,칼춤,2,입치트,3
포푸니크,칼춤,2,메가니움,2
포푸니크,칼춤,2,메타몽,2
포푸니크,칼춤,2,이상해꽃,3
포푸니크,칼춤,2,밀로틱,3
포푸니크,칼춤,2,스코빌런,2
포푸니크,칼춤,2,아쿠스타,2
포푸니크,칼춤,2,몰드류,2
포푸니크,칼춤,2,조로아크(히스이),2
포푸니크,칼춤,2,미끄래곤(히스이),2
포푸니크,칼춤,2,잠만보,2
포푸니크,칼춤,2,무장조,3
포푸니크,칼춤,2,클레스퍼트라,2
포푸니크,칼춤,2,창파나이트,2
포푸니크,칼춤,2,우츠보트,3
포푸니크,칼춤,2,가라르야도킹,3
포푸니크,칼춤,2,깜까미,3
포푸니크,칼춤,2,엘풍,2
포푸니크,칼춤,2,저승갓숭,3
포푸니크,칼춤,2,스트린더(하이),3
포푸니크,칼춤,2,샤미드,3
포푸니크,칼춤,2,사마자르,2
포푸니크,칼춤,2,인텔리레온,2
포푸니크,칼춤,2,깨비물거미,3
포푸니크,칼춤,2,가디안,2
포푸니크,칼춤,2,왕구리,2
포푸니크,칼춤,2,엘레이드,2
포푸니크,칼춤,2,브리무음,2
포푸니크,칼춤,2,눈여아,2
포푸니크,칼춤,2,어흥염,2
포푸니크,칼춤,2,마릴리,2
포푸니크,칼춤,2,올리르바,2
포푸니크,칼춤,2,스트린더(로우),3
포푸니크,칼춤,2,펜드라,3
포푸니크,칼춤,2,화염레오,2
포푸니크,칼춤,2,윈디(히스이),2
포푸니크,칼춤,2,캥카,2
포푸니크,칼춤,2,꿈트렁,2
포푸니크,칼춤,2,에써르(암컷),2
포푸니크,칼춤,2,후딘,2
포푸니크,칼춤,2,드래캄,3
불카모스,나비춤,1.5,보만다,5
불카모스,나비춤,1.5,한카리아스,4
불카모스,나비춤,1.5,누리레느,4
불카모스,나비춤,1.5,갑주무사,3
불카모스,나비춤,1.5,하마돈,3
불카모스,나비춤,1.5,루카리오,2
불카모스,나비춤,1.5,드닐레이브,4
불카모스,나비춤,1.5,브리두라스,3
불카모스,나비춤,1.5,타부자고,3
불카모스,나비춤,1.5,따라큐,3
불카모스,나비춤,1.5,고릴타,2
불카모스,나비춤,1.5,킬가르도,3
불카모스,나비춤,1.5,마스카나,2
불카모스,나비춤,1.5,갸라도스,5
불카모스,나비춤,1.5,아머까오,3
불카모스,나비춤,1.5,킬라플로르,3
불카모스,나비춤,1.5,대쓰여너,3
불카모스,나비춤,1.5,리자몽,4
불카모스,나비춤,1.5,포푸니크,2
불카모스,나비춤,1.5,개굴닌자,2
불카모스,나비춤,1.5,에이스번,4
불카모스,나비춤,1.5,알로라 나인테일,2
불카모스,나비춤,1.5,에써르(수컷),2
불카모스,나비춤,1.5,워시로토무,3
불카모스,나비춤,1.5,빠르모트,3
불카모스,나비춤,1.5,라우드본,5
불카모스,나비춤,1.5,삼삼드래,2
불카모스,나비춤,1.5,메타그로스,2
불카모스,나비춤,1.5,망나뇽,5
불카모스,나비춤,1.5,님피아,5
불카모스,나비춤,1.5,히트로토무,4
불카모스,나비춤,1.5,거북왕,3
불카모스,나비춤,1.5,대도각참,3
불카모스,나비춤,1.5,팬텀,3
