atk_ko,move,def_ko,turns_to_ko
킬가르도,러스터캐논,따라큐,2
킬가르도,러스터캐논,고릴타,3
킬가르도,러스터캐논,마스카나,3
킬가르도,러스터캐논,갸라도스,6
킬가르도,러스터캐논,아머까오,8
킬가르도,러스터캐논,킬라플로르,2
킬가르도,러스터캐논,대쓰여너,6
킬가르도,러스터캐논,리자몽,6
킬가르도,러스터캐논,포푸니크,3
킬가르도,러스터캐논,개굴닌자,5
킬가르도,러스터캐논,에이스번,5
킬가르도,러스터캐논,알로라 나인테일,1
킬가르도,러스터캐논,에써르(수컷),3
킬가르도,러스터캐논,워시로토무,24
킬가르도,러스터캐논,불카모스,9
킬가르도,러스터캐논,빠르모트,4
킬가르도,러스터캐논,라우드본,9
킬가르도,러스터캐논,삼삼드래,3
킬가르도,러스터캐논,메타그로스,5
킬가르도,러스터캐논,망나뇽,4
킬가르도,러스터캐논,님피아,3
킬가르도,러스터캐논,히트로토무,10
킬가르도,러스터캐논,거북왕,6
킬가르도,러스터캐논,대도각참,6
킬가르도,러스터캐논,팬텀,3
킬가르도,러스터캐논,마폭시,6
킬가르도,러스터캐논,엠페르트,12
킬가르도,러스터캐논,번치코,4
킬가르도,러스터캐논,대짱이,8
킬가르도,러스터캐논,라이츄,5
킬가르도,러스터캐논,블래키,6
킬가르도,러스터캐논,다크펫,2
킬가르도,러스터캐논,더시마사리,13
킬가르도,러스터캐논,핫삼,6
킬가르도,러스터캐논,오롱털,2
킬가르도,러스터캐논,픽시,3
킬가르도,러스터캐논,카디나르마,5
킬가르도,러스터캐논,앱솔,2
킬가르도,러스터캐논,찌리배리,12
킬가르도,러스터캐논,맘모꾸리,2
킬가르도,러스터캐논,파라블레이즈,6
킬가르도,러스터캐논,패리퍼,5
킬가르도,러스터캐논,찌르호크,3
킬가르도,러스터캐논,대검귀,5
킬가르도,러스터캐논,마기라스,2
킬가르도,러스터캐논,이어롭,4
킬가르도,러스터캐논,플라엣테,2
킬가르도,러스터캐논,배바닐라,2
킬가르도,러스터캐논,드래펄트,3
킬가르도,러스터캐논,입치트,2
킬가르도,러스터캐논,메가니움,4
킬가르도,러스터캐논,메타몽,2
킬가르도,러스터캐논,이상해꽃,4
킬가르도,러스터캐논,밀로틱,17
킬가르도,러스터캐논,스코빌런,6
킬가르도,러스터캐논,아쿠스타,5
킬가르도,러스터캐논,몰드류,5
킬가르도,러스터캐논,조로아크(히스이),2
킬가르도,러스터캐논,미끄래곤(히스이),13
킬가르도,러스터캐논,잠만보,6
킬가르도,러스터캐논,무장조,7
킬가르도,러스터캐논,클레스퍼트라,3
킬가르도,러스터캐논,창파나이트,3
킬가르도,러스터캐논,우츠보트,3
킬가르도,러스터캐논,가라르야도킹,5
킬가르도,러스터캐논,깜까미,3
킬가르도,러스터캐논,엘풍,2
킬가르도,러스터캐논,저승갓숭,5
킬가르도,러스터캐논,스트린더(하이),5
킬가르도,러스터캐논,샤미드,16
킬가르도,러스터캐논,사마자르,2
킬가르도,러스터캐논,인텔리레온,4
킬가르도,러스터캐논,깨비물거미,9
킬가르도,러스터캐논,가디안,2
킬가르도,러스터캐논,왕구리,6
킬가르도,러스터캐논,엘레이드,3
킬가르도,러스터캐논,브리무음,2
킬가르도,러스터캐논,눈여아,2
킬가르도,러스터캐논,어흥염,7
킬가르도,러스터캐논,마릴리,4
킬가르도,러스터캐논,올리르바,4
킬가르도,러스터캐논,스트린더(로우),5
킬가르도,러스터캐논,펜드라,3
킬가르도,러스터캐논,화염레오,5
킬가르도,러스터캐논,윈디(히스이),3
킬가르도,러스터캐논,캥카,3
킬가르도,러스터캐논,꿈트렁,5
킬가르도,러스터캐논,에써르(암컷),3
킬가르도,러스터캐논,후딘,3
킬가르도,러스터캐논,드래캄,3
킬가르도,인파이트,보만다,10
킬가르도,인파이트,한카리아스,4
킬가르도,인파이트,누리레느,6
킬가르도,인파이트,갑주무사,7
킬가르도,인파이트,하마돈,6
킬가르도,인파이트,루카리오,2
킬가르도,인파이트,드닐레이브,2
킬가르도,인파이트,브리두라스,3
킬가르도,인파이트,타부자고,무효
킬가르도,인파이트,따라큐,무효
킬가르도,인파이트,고릴타,3
킬가르도,인파이트,마스카나,2
킬가르도,인파이트,갸라도스,8
킬가르도,인파이트,아머까오,5
킬가르도,인파이트,킬라플로르,3
킬가르도,인파이트,대쓰여너,무효
킬가르도,인파이트,리자몽,6
킬가르도,인파이트,포푸니크,5
킬가르도,인파이트,개굴닌자,2
킬가르도,인파이트,에이스번,3
킬가르도,인파이트,알로라 나인테일,3
킬가르도,인파이트,에써르(수컷),2
킬가르도,인파이트,워시로토무,3
킬가르도,인파이트,불카모스,7
킬가르도,인파이트,빠르모트,3
킬가르도,인파이트,라우드본,무효
킬가르도,인파이트,삼삼드래,2
킬가르도,인파이트,메타그로스,3
킬가르도,인파이트,망나뇽,7
킬가르도,인파이트,님피아,9
킬가르도,인파이트,히트로토무,3
킬가르도,인파이트,거북왕,3
킬가르도,인파이트,대도각참,1
킬가르도,인파이트,팬텀,무효
킬가르도,인파이트,마폭시,5
킬가르도,인파이트,엠페르트,2
킬가르도,인파이트,번치코,2
킬가르도,인파이트,대짱이,4
킬가르도,인파이트,라이츄,2
킬가르도,인파이트,블래키,3
킬가르도,인파이트,다크펫,무효
킬가르도,인파이트,더시마사리,15
킬가르도,인파이트,핫삼,4
킬가르도,인파이트,오롱털,3
킬가르도,인파이트,픽시,10
킬가르도,인파이트,카디나르마,6
킬가르도,인파이트,앱솔,1
킬가르도,인파이트,찌리배리,6
킬가르도,인파이트,맘모꾸리,2
킬가르도,인파이트,파라블레이즈,무효
킬가르도,인파이트,패리퍼,6
킬가르도,인파이트,찌르호크,5
킬가르도,인파이트,대검귀,2
킬가르도,인파이트,마기라스,1
킬가르도,인파이트,이어롭,2
킬가르도,인파이트,플라엣테,5
킬가르도,인파이트,배바닐라,2
킬가르도,인파이트,드래펄트,무효
킬가르도,인파이트,입치트,4
킬가르도,인파이트,메가니움,4
킬가르도,인파이트,메타몽,1
킬가르도,인파이트,이상해꽃,6
킬가르도,인파이트,밀로틱,5
킬가르도,인파이트,스코빌런,3
킬가르도,인파이트,아쿠스타,5
킬가르도,인파이트,몰드류,2
킬가르도,인파이트,조로아크(히스이),무효
킬가르도,인파이트,미끄래곤(히스이),2
킬가르도,인파이트,잠만보,2
킬가르도,인파이트,무장조,6
킬가르도,인파이트,클레스퍼트라,5
킬가르도,인파이트,창파나이트,3
킬가르도,인파이트,우츠보트,6
킬가르도,인파이트,가라르야도킹,38
킬가르도,인파이트,깜까미,무효
킬가르도,인파이트,엘풍,5
킬가르도,인파이트,저승갓숭,무효
킬가르도,인파이트,스트린더(하이),5
킬가르도,인파이트,샤미드,5
킬가르도,인파이트,사마자르,3
킬가르도,인파이트,인텔리레온,3
킬가르도,인파이트,깨비물거미,7
킬가르도,인파이트,가디안,8
킬가르도,인파이트,왕구리,3
킬가르도,인파이트,엘레이드,4
킬가르도,인파이트,브리무음,11
킬가르도,인파이트,눈여아,무효
킬가르도,인파이트,어흥염,3
킬가르도,인파이트,마릴리,7
킬가르도,인파이트,올리르바,2
킬가르도,인파이트,스트린더(로우),5
킬가르도,인파이트,펜드라,10
킬가르도,인파이트,화염레오,2
킬가르도,인파이트,윈디(히스이),2
킬가르도,인파이트,캥카,2
킬가르도,인파이트,꿈트렁,3
킬가르도,인파이트,에써르(암컷),3
킬가르도,인파이트,후딘,4
킬가르도,인파이트,드래캄,5
킬가르도,아이언헤드,보만다,5
킬가르도,아이언헤드,한카리아스,4
킬가르도,아이언헤드,누리레느,3
킬가르도,아이언헤드,갑주무사,7
킬가르도,아이언헤드,하마돈,6
킬가르도,아이언헤드,루카리오,5
킬가르도,아이언헤드,드닐레이브,2
킬가르도,아이언헤드,브리두라스,9
킬가르도,아이언헤드,타부자고,8
킬가르도,아이언헤드,따라큐,1
킬가르도,아이언헤드,고릴타,3
킬가르도,아이언헤드,마스카나,3
킬가르도,아이언헤드,갸라도스,8
킬가르도,아이언헤드,아머까오,9
킬가르도,아이언헤드,킬라플로르,2
킬가르도,아이언헤드,대쓰여너,6
킬가르도,아이언헤드,리자몽,6
킬가르도,아이언헤드,포푸니크,3
킬가르도,아이언헤드,개굴닌자,5
킬가르도,아이언헤드,에이스번,5
킬가르도,아이언헤드,알로라 나인테일,1
킬가르도,아이언헤드,에써르(수컷),2
킬가르도,아이언헤드,워시로토무,24
킬가르도,아이언헤드,불카모스,7
킬가르도,아이언헤드,빠르모트,5
킬가르도,아이언헤드,라우드본,11
킬가르도,아이언헤드,삼삼드래,3
킬가르도,아이언헤드,메타그로스,6
킬가르도,아이언헤드,망나뇽,4
킬가르도,아이언헤드,님피아,2
킬가르도,아이언헤드,히트로토무,10
킬가르도,아이언헤드,거북왕,6
킬가르도,아이언헤드,대도각참,7
킬가르도,아이언헤드,팬텀,2
킬가르도,아이언헤드,마폭시,5
킬가르도,아이언헤드,엠페르트,11
킬가르도,아이언헤드,번치코,4
킬가르도,아이언헤드,대짱이,8
킬가르도,아이언헤드,라이츄,4
킬가르도,아이언헤드,블래키,6
킬가르도,아이언헤드,다크펫,2
킬가르도,아이언헤드,더시마사리,14
킬가르도,아이언헤드,핫삼,7
킬가르도,아이언헤드,오롱털,2
킬가르도,아이언헤드,픽시,2
킬가르도,아이언헤드,카디나르마,6
킬가르도,아이언헤드,앱솔,2
킬가르도,아이언헤드,찌리배리,13
킬가르도,아이언헤드,맘모꾸리,2
킬가르도,아이언헤드,파라블레이즈,5
킬가르도,아이언헤드,패리퍼,6
킬가르도,아이언헤드,찌르호크,5
킬가르도,아이언헤드,대검귀,5
킬가르도,아이언헤드,마기라스,2
킬가르도,아이언헤드,이어롭,3
킬가르도,아이언헤드,플라엣테,2
킬가르도,아이언헤드,배바닐라,2
킬가르도,아이언헤드,드래펄트,3
킬가르도,아이언헤드,입치트,3
킬가르도,아이언헤드,메가니움,4
킬가르도,아이언헤드,메타몽,2
킬가르도,아이언헤드,이상해꽃,3
킬가르도,아이언헤드,밀로틱,11
킬가르도,아이언헤드,스코빌런,6
킬가르도,아이언헤드,아쿠스타,5
킬가르도,아이언헤드,몰드류,5
킬가르도,아이언헤드,조로아크(히스이),2
킬가르도,아이언헤드,미끄래곤(히스이),9
킬가르도,아이언헤드,잠만보,4
킬가르도,아이언헤드,무장조,10
킬가르도,아이언헤드,클레스퍼트라,3
킬가르도,아이언헤드,창파나이트,3
킬가르도,아이언헤드,우츠보트,3
킬가르도,아이언헤드,가라르야도킹,4
킬가르도,아이언헤드,깜까미,3
킬가르도,아이언헤드,엘풍,2
킬가르도,아이언헤드,저승갓숭,4
킬가르도,아이언헤드,스트린더(하이),5
킬가르도,아이언헤드,샤미드,11
킬가르도,아이언헤드,사마자르,2
킬가르도,아이언헤드,인텔리레온,4
킬가르도,아이언헤드,깨비물거미,7
킬가르도,아이언헤드,가디안,2
킬가르도,아이언헤드,왕구리,5
킬가르도,아이언헤드,엘레이드,2
킬가르도,아이언헤드,브리무음,2
킬가르도,아이언헤드,눈여아,2
킬가르도,아이언헤드,어흥염,11
킬가르도,아이언헤드,마릴리,4
킬가르도,아이언헤드,올리르바,3
킬가르도,아이언헤드,스트린더(로우),5
킬가르도,아이언헤드,펜드라,3
킬가르도,아이언헤드,화염레오,5
킬가르도,아이언헤드,윈디(히스이),3
킬가르도,아이언헤드,캥카,3
킬가르도,아이언헤드,꿈트렁,9
킬가르도,아이언헤드,에써르(암컷),2
킬가르도,아이언헤드,후딘,2
킬가르도,아이언헤드,드래캄,3
킬가르도,철제광선,보만다,2
킬가르도,철제광선,한카리아스,2
킬가르도,철제광선,누리레느,3
킬가르도,철제광선,갑주무사,3
킬가르도,철제광선,하마돈,3
킬가르도,철제광선,루카리오,3
킬가르도,철제광선,드닐레이브,2
킬가르도,철제광선,브리두라스,4
킬가르도,철제광선,타부자고,4
킬가르도,철제광선,따라큐,1
킬가르도,철제광선,고릴타,2
킬가르도,철제광선,마스카나,2
킬가르도,철제광선,갸라도스,4
킬가르도,철제광선,아머까오,5
킬가르도,철제광선,킬라플로르,2
킬가르도,철제광선,대쓰여너,4
킬가르도,철제광선,리자몽,4
킬가르도,철제광선,포푸니크,2
킬가르도,철제광선,개굴닌자,3
킬가르도,철제광선,에이스번,3
킬가르도,철제광선,알로라 나인테일,1
킬가르도,철제광선,에써르(수컷),2
킬가르도,철제광선,워시로토무,9
킬가르도,철제광선,불카모스,6
킬가르도,철제광선,빠르모트,3
킬가르도,철제광선,라우드본,6
킬가르도,철제광선,삼삼드래,2
킬가르도,철제광선,메타그로스,3
킬가르도,철제광선,망나뇽,3
킬가르도,철제광선,님피아,2
킬가르도,철제광선,히트로토무,6
킬가르도,철제광선,거북왕,4
킬가르도,철제광선,대도각참,4
킬가르도,철제광선,팬텀,2
킬가르도,철제광선,마폭시,4
킬가르도,철제광선,엠페르트,7
킬가르도,철제광선,번치코,3
킬가르도,철제광선,대짱이,5
킬가르도,철제광선,라이츄,3
킬가르도,철제광선,블래키,4
킬가르도,철제광선,다크펫,2
킬가르도,철제광선,더시마사리,6
킬가르도,철제광선,핫삼,4
킬가르도,철제광선,오롱털,1
킬가르도,철제광선,픽시,2
킬가르도,철제광선,카디나르마,3
킬가르도,철제광선,앱솔,2
킬가르도,철제광선,찌리배리,6
킬가르도,철제광선,맘모꾸리,2
킬가르도,철제광선,파라블레이즈,4
킬가르도,철제광선,패리퍼,3
킬가르도,철제광선,찌르호크,2
킬가르도,철제광선,대검귀,3
킬가르도,철제광선,마기라스,1
킬가르도,철제광선,이어롭,2
킬가르도,철제광선,플라엣테,2
킬가르도,철제광선,배바닐라,1
킬가르도,철제광선,드래펄트,2
킬가르도,철제광선,입치트,2
킬가르도,철제광선,메가니움,3
킬가르도,철제광선,메타몽,1
킬가르도,철제광선,이상해꽃,2
킬가르도,철제광선,밀로틱,8
킬가르도,철제광선,스코빌런,3
킬가르도,철제광선,아쿠스타,3
킬가르도,철제광선,몰드류,3
킬가르도,철제광선,조로아크(히스이),2
킬가르도,철제광선,미끄래곤(히스이),6
킬가르도,철제광선,잠만보,3
킬가르도,철제광선,무장조,4
킬가르도,철제광선,클레스퍼트라,2
킬가르도,철제광선,창파나이트,2
킬가르도,철제광선,우츠보트,2
킬가르도,철제광선,가라르야도킹,3
킬가르도,철제광선,깜까미,2
킬가르도,철제광선,엘풍,2
킬가르도,철제광선,저승갓숭,3
킬가르도,철제광선,스트린더(하이),3
킬가르도,철제광선,샤미드,7
킬가르도,철제광선,사마자르,2
킬가르도,철제광선,인텔리레온,3
킬가르도,철제광선,깨비물거미,5
킬가르도,철제광선,가디안,2
킬가르도,철제광선,왕구리,4
킬가르도,철제광선,엘레이드,2
킬가르도,철제광선,브리무음,2
킬가르도,철제광선,눈여아,2
킬가르도,철제광선,어흥염,5
킬가르도,철제광선,마릴리,2
킬가르도,철제광선,올리르바,2
킬가르도,철제광선,스트린더(로우),3
킬가르도,철제광선,펜드라,2
킬가르도,철제광선,화염레오,3
킬가르도,철제광선,윈디(히스이),2
킬가르도,철제광선,캥카,2
킬가르도,철제광선,꿈트렁,3
킬가르도,철제광선,에써르(암컷),2
킬가르도,철제광선,후딘,2
킬가르도,철제광선,드래캄,2
마스카나,트릭플라워,보만다,26
마스카나,트릭플라워,한카리아스,5
마스카나,트릭플라워,누리레느,2
마스카나,트릭플라워,갑주무사,5
마스카나,트릭플라워,하마돈,4
마스카나,트릭플라워,루카리오,6
마스카나,트릭플라워,드닐레이브,9
마스카나,트릭플라워,브리두라스,23
마스카나,트릭플라워,타부자고,10
마스카나,트릭플라워,따라큐,3
마스카나,트릭플라워,고릴타,7
마스카나,트릭플라워,킬가르도,18
마스카나,트릭플라워,갸라도스,5
마스카나,트릭플라워,아머까오,24
마스카나,트릭플라워,킬라플로르,4
마스카나,트릭플라워,대쓰여너,2
마스카나,트릭플라워,리자몽,14
마스카나,트릭플라워,포푸니크,6
마스카나,트릭플라워,개굴닌자,2
마스카나,트릭플라워,에이스번,7
마스카나,트릭플라워,알로라 나인테일,3
마스카나,트릭플라워,에써르(수컷),3
마스카나,트릭플라워,워시로토무,2
마스카나,트릭플라워,불카모스,19
마스카나,트릭플라워,빠르모트,3
마스카나,트릭플라워,라우드본,15
마스카나,트릭플라워,삼삼드래,8
마스카나,트릭플라워,메타그로스,8
마스카나,트릭플라워,망나뇽,19
마스카나,트릭플라워,님피아,5
마스카나,트릭플라워,히트로토무,7
마스카나,트릭플라워,거북왕,2
마스카나,트릭플라워,대도각참,9
마스카나,트릭플라워,팬텀,5
마스카나,트릭플라워,마폭시,6
마스카나,트릭플라워,엠페르트,4
마스카나,트릭플라워,번치코,6
마스카나,트릭플라워,대짱이,2
마스카나,트릭플라워,라이츄,3
마스카나,트릭플라워,블래키,8
마스카나,트릭플라워,다크펫,3
마스카나,트릭플라워,더시마사리,8
마스카나,트릭플라워,핫삼,18
마스카나,트릭플라워,오롱털,4
마스카나,트릭플라워,픽시,6
마스카나,트릭플라워,카디나르마,8
마스카나,트릭플라워,앱솔,3
마스카나,트릭플라워,찌리배리,8
마스카나,트릭플라워,맘모꾸리,2
마스카나,트릭플라워,파라블레이즈,7
마스카나,트릭플라워,패리퍼,4
마스카나,트릭플라워,찌르호크,12
마스카나,트릭플라워,대검귀,2
마스카나,트릭플라워,마기라스,3
마스카나,트릭플라워,이어롭,4
마스카나,트릭플라워,플라엣테,4
마스카나,트릭플라워,배바닐라,4
마스카나,트릭플라워,드래펄트,6
마스카나,트릭플라워,입치트,9
마스카나,트릭플라워,메가니움,10
마스카나,트릭플라워,메타몽,3
마스카나,트릭플라워,이상해꽃,15
마스카나,트릭플라워,밀로틱,3
마스카나,트릭플라워,스코빌런,33
마스카나,트릭플라워,아쿠스타,2
마스카나,트릭플라워,몰드류,4
마스카나,트릭플라워,조로아크(히스이),3
마스카나,트릭플라워,미끄래곤(히스이),40
마스카나,트릭플라워,잠만보,6
마스카나,트릭플라워,무장조,28
마스카나,트릭플라워,클레스퍼트라,3
마스카나,트릭플라워,창파나이트,4
마스카나,트릭플라워,우츠보트,14
마스카나,트릭플라워,가라르야도킹,16
마스카나,트릭플라워,깜까미,3
마스카나,트릭플라워,엘풍,6
마스카나,트릭플라워,저승갓숭,6
마스카나,트릭플라워,스트린더(하이),6
마스카나,트릭플라워,샤미드,3
마스카나,트릭플라워,사마자르,4
마스카나,트릭플라워,인텔리레온,2
마스카나,트릭플라워,깨비물거미,5
마스카나,트릭플라워,가디안,3
마스카나,트릭플라워,왕구리,2
마스카나,트릭플라워,엘레이드,3
마스카나,트릭플라워,브리무음,4
마스카나,트릭플라워,눈여아,3
마스카나,트릭플라워,어흥염,14
마스카나,트릭플라워,마릴리,3
마스카나,트릭플라워,올리르바,8
마스카나,트릭플라워,스트린더(로우),6
마스카나,트릭플라워,펜드라,13
마스카나,트릭플라워,화염레오,7
마스카나,트릭플라워,윈디(히스이),4
마스카나,트릭플라워,캥카,4
마스카나,트릭플라워,꿈트렁,12
마스카나,트릭플라워,에써르(암컷),3
마스카나,트릭플라워,후딘,3
마스카나,트릭플라워,드래캄,11
마스카나,트리플악셀,보만다,2
마스카나,트리플악셀,한카리아스,1
마스카나,트리플악셀,누리레느,5
마스카나,트리플악셀,갑주무사,6
마스카나,트리플악셀,하마돈,3
마스카나,트리플악셀,루카리오,4
마스카나,트리플악셀,드닐레이브,3
마스카나,트리플악셀,브리두라스,4
마스카나,트리플악셀,타부자고,6
마스카나,트리플악셀,따라큐,2
마스카나,트리플악셀,고릴타,2
마스카나,트리플악셀,킬가르도,8
마스카나,트리플악셀,갸라도스,4
마스카나,트리플악셀,아머까오,4
마스카나,트리플악셀,킬라플로르,3
마스카나,트리플악셀,대쓰여너,5
마스카나,트리플악셀,리자몽,3
마스카나,트리플악셀,포푸니크,2
마스카나,트리플악셀,개굴닌자,4
마스카나,트리플악셀,에이스번,4
마스카나,트리플악셀,알로라 나인테일,4
마스카나,트리플악셀,에써르(수컷),2
마스카나,트리플악셀,워시로토무,6
마스카나,트리플악셀,불카모스,6
마스카나,트리플악셀,빠르모트,2
마스카나,트리플악셀,라우드본,9
마스카나,트리플악셀,삼삼드래,2
마스카나,트리플악셀,메타그로스,5
마스카나,트리플악셀,망나뇽,1
마스카나,트리플악셀,님피아,3
마스카나,트리플악셀,히트로토무,5
마스카나,트리플악셀,거북왕,5
마스카나,트리플악셀,대도각참,6
마스카나,트리플악셀,팬텀,2
마스카나,트리플악셀,마폭시,4
마스카나,트리플악셀,엠페르트,9
마스카나,트리플악셀,번치코,4
마스카나,트리플악셀,대짱이,3
마스카나,트리플악셀,라이츄,2
마스카나,트리플악셀,블래키,5
마스카나,트리플악셀,다크펫,2
마스카나,트리플악셀,더시마사리,11
마스카나,트리플악셀,핫삼,6
마스카나,트리플악셀,오롱털,2
마스카나,트리플악셀,픽시,4
마스카나,트리플악셀,카디나르마,5
마스카나,트리플악셀,앱솔,2
마스카나,트리플악셀,찌리배리,5
마스카나,트리플악셀,맘모꾸리,4
마스카나,트리플악셀,파라블레이즈,4
마스카나,트리플악셀,패리퍼,3
마스카나,트리플악셀,찌르호크,2
마스카나,트리플악셀,대검귀,5
마스카나,트리플악셀,마기라스,4
마스카나,트리플악셀,이어롭,3
마스카나,트리플악셀,플라엣테,3
마스카나,트리플악셀,배바닐라,4
마스카나,트리플악셀,드래펄트,1
마스카나,트리플악셀,입치트,6
마스카나,트리플악셀,메가니움,2
마스카나,트리플악셀,메타몽,2
마스카나,트리플악셀,이상해꽃,2
마스카나,트리플악셀,밀로틱,9
마스카나,트리플악셀,스코빌런,2
마스카나,트리플악셀,아쿠스타,4
마스카나,트리플악셀,몰드류,2
마스카나,트리플악셀,조로아크(히스이),2
마스카나,트리플악셀,미끄래곤(히스이),3
마스카나,트리플악셀,잠만보,7
마스카나,트리플악셀,무장조,5
마스카나,트리플악셀,클레스퍼트라,2
마스카나,트리플악셀,창파나이트,2
마스카나,트리플악셀,우츠보트,2
마스카나,트리플악셀,가라르야도킹,4
마스카나,트리플악셀,깜까미,2
마스카나,트리플악셀,엘풍,2
마스카나,트리플악셀,저승갓숭,4
마스카나,트리플악셀,스트린더(하이),2
마스카나,트리플악셀,샤미드,8
마스카나,트리플악셀,사마자르,3
마스카나,트리플악셀,인텔리레온,4
마스카나,트리플악셀,깨비물거미,6
마스카나,트리플악셀,가디안,2
마스카나,트리플악셀,왕구리,5
마스카나,트리플악셀,엘레이드,2
마스카나,트리플악셀,브리무음,3
마스카나,트리플악셀,눈여아,4
마스카나,트리플악셀,어흥염,9
마스카나,트리플악셀,마릴리,6
마스카나,트리플악셀,올리르바,2
마스카나,트리플악셀,스트린더(로우),2
마스카나,트리플악셀,펜드라,3
마스카나,트리플악셀,화염레오,4
마스카나,트리플악셀,윈디(히스이),5
마스카나,트리플악셀,캥카,3
마스카나,트리플악셀,꿈트렁,8
마스카나,트리플악셀,에써르(암컷),2
마스카나,트리플악셀,후딘,2
마스카나,트리플악셀,드래캄,1
마스카나,탁쳐서떨구기,보만다,7
마스카나,탁쳐서떨구기,한카리아스,5
마스카나,탁쳐서떨구기,누리레느,9
마스카나,탁쳐서떨구기,갑주무사,5
마스카나,탁쳐서떨구기,하마돈,8
마스카나,탁쳐서떨구기,루카리오,7
마스카나,탁쳐서떨구기,드닐레이브,5
마스카나,탁쳐서떨구기,브리두라스,7
마스카나,탁쳐서떨구기,타부자고,3
마스카나,탁쳐서떨구기,따라큐,3
마스카나,탁쳐서떨구기,고릴타,4
마스카나,탁쳐서떨구기,킬가르도,3
마스카나,탁쳐서떨구기,갸라도스,6
마스카나,탁쳐서떨구기,아머까오,7
마스카나,탁쳐서떨구기,킬라플로르,4
마스카나,탁쳐서떨구기,대쓰여너,2
마스카나,탁쳐서떨구기,리자몽,4
마스카나,탁쳐서떨구기,포푸니크,6
마스카나,탁쳐서떨구기,개굴닌자,6
마스카나,탁쳐서떨구기,에이스번,4
마스카나,탁쳐서떨구기,알로라 나인테일,7
마스카나,탁쳐서떨구기,에써르(수컷),2
마스카나,탁쳐서떨구기,워시로토무,5
마스카나,탁쳐서떨구기,불카모스,5
마스카나,탁쳐서떨구기,빠르모트,7
마스카나,탁쳐서떨구기,라우드본,4
마스카나,탁쳐서떨구기,삼삼드래,8
마스카나,탁쳐서떨구기,메타그로스,3
마스카나,탁쳐서떨구기,망나뇽,5
마스카나,탁쳐서떨구기,님피아,15
마스카나,탁쳐서떨구기,히트로토무,4
마스카나,탁쳐서떨구기,거북왕,4
마스카나,탁쳐서떨구기,대도각참,10
마스카나,탁쳐서떨구기,팬텀,2
마스카나,탁쳐서떨구기,마폭시,2
마스카나,탁쳐서떨구기,엠페르트,4
마스카나,탁쳐서떨구기,번치코,6
마스카나,탁쳐서떨구기,대짱이,6
마스카나,탁쳐서떨구기,라이츄,3
마스카나,탁쳐서떨구기,블래키,28
마스카나,탁쳐서떨구기,다크펫,2
마스카나,탁쳐서떨구기,더시마사리,9
마스카나,탁쳐서떨구기,핫삼,5
마스카나,탁쳐서떨구기,오롱털,14
마스카나,탁쳐서떨구기,픽시,17
마스카나,탁쳐서떨구기,카디나르마,2
마스카나,탁쳐서떨구기,앱솔,6
마스카나,탁쳐서떨구기,찌리배리,8
마스카나,탁쳐서떨구기,맘모꾸리,4
마스카나,탁쳐서떨구기,파라블레이즈,2
마스카나,탁쳐서떨구기,패리퍼,4
마스카나,탁쳐서떨구기,찌르호크,7
마스카나,탁쳐서떨구기,대검귀,8
마스카나,탁쳐서떨구기,마기라스,22
마스카나,탁쳐서떨구기,이어롭,4
마스카나,탁쳐서떨구기,플라엣테,8
마스카나,탁쳐서떨구기,배바닐라,4
마스카나,탁쳐서떨구기,드래펄트,2
마스카나,탁쳐서떨구기,입치트,9
마스카나,탁쳐서떨구기,메가니움,5
마스카나,탁쳐서떨구기,메타몽,3
마스카나,탁쳐서떨구기,이상해꽃,4
마스카나,탁쳐서떨구기,밀로틱,7
마스카나,탁쳐서떨구기,스코빌런,4
마스카나,탁쳐서떨구기,아쿠스타,2
마스카나,탁쳐서떨구기,몰드류,4
마스카나,탁쳐서떨구기,조로아크(히스이),2
마스카나,탁쳐서떨구기,미끄래곤(히스이),6
마스카나,탁쳐서떨구기,잠만보,7
마스카나,탁쳐서떨구기,무장조,8
마스카나,탁쳐서떨구기,클레스퍼트라,2
마스카나,탁쳐서떨구기,창파나이트,7
마스카나,탁쳐서떨구기,우츠보트,4
마스카나,탁쳐서떨구기,가라르야도킹,3
마스카나,탁쳐서떨구기,깜까미,4
마스카나,탁쳐서떨구기,엘풍,7
마스카나,탁쳐서떨구기,저승갓숭,6
마스카나,탁쳐서떨구기,스트린더(하이),4
마스카나,탁쳐서떨구기,샤미드,7
마스카나,탁쳐서떨구기,사마자르,4
마스카나,탁쳐서떨구기,인텔리레온,3
마스카나,탁쳐서떨구기,깨비물거미,5
마스카나,탁쳐서떨구기,가디안,3
마스카나,탁쳐서떨구기,왕구리,4
마스카나,탁쳐서떨구기,엘레이드,3
마스카나,탁쳐서떨구기,브리무음,4
마스카나,탁쳐서떨구기,눈여아,2
마스카나,탁쳐서떨구기,어흥염,15
마스카나,탁쳐서떨구기,마릴리,10
마스카나,탁쳐서떨구기,올리르바,5
마스카나,탁쳐서떨구기,스트린더(로우),4
마스카나,탁쳐서떨구기,펜드라,4
마스카나,탁쳐서떨구기,화염레오,4
마스카나,탁쳐서떨구기,윈디(히스이),4
마스카나,탁쳐서떨구기,캥카,4
마스카나,탁쳐서떨구기,꿈트렁,6
마스카나,탁쳐서떨구기,에써르(암컷),2
마스카나,탁쳐서떨구기,후딘,2
마스카나,탁쳐서떨구기,드래캄,3
마스카나,유턴,보만다,14
마스카나,유턴,한카리아스,5
