pokemon,invest,mega,slot,move,type,cat,adoption_pct,role,status,drop_if_replaced,best_replacement,fastest_ko_share_pct,set_score,real_top4_score,real_top4,alt_set,win_share_pct,lose_share_pct
엠페르트,특수,0,2,스텔스록,바위,변,68,모델 밖,유지,,,0,-0.2498,-0.2703,파도타기|스텔스록|하품|냉동빔,파도타기|스텔스록|하품|냉동빔,16.5,48.2
엠페르트,특수,0,3,하품,노말,변,63.4,모델 밖,유지,,,0,-0.2498,-0.2703,파도타기|스텔스록|하품|냉동빔,파도타기|스텔스록|하품|냉동빔,16.5,48.2
엠페르트,특수,0,4,러스터캐논,강철,특,31.3,,바꿈,0.0206,냉동빔,26.7,-0.2498,-0.2703,파도타기|스텔스록|하품|냉동빔,파도타기|스텔스록|하품|냉동빔,16.5,48.2
번치코,물리,1,1,플레어드라이브,불꽃,물,95.7,,고정,,,33.1,0.0253,0.0149,플레어드라이브|인파이트|번개펀치|칼춤,플레어드라이브|인파이트|번개펀치|칼춤,25,10.2
번치코,물리,1,2,인파이트,격투,물,74.2,,고정,,,0,0.0253,0.0149,플레어드라이브|인파이트|번개펀치|칼춤,플레어드라이브|인파이트|번개펀치|칼춤,25,10.2
번치코,물리,1,3,번개펀치,전기,물,50.3,,선택,0.04,칼춤,14.4,0.0253,0.0149,플레어드라이브|인파이트|번개펀치|칼춤,플레어드라이브|인파이트|번개펀치|칼춤,25,10.2
번치코,물리,1,4,무릎차기,격투,물,22,,바꿈,0.0104,칼춤,51.6,0.0253,0.0149,플레어드라이브|인파이트|번개펀치|칼춤,플레어드라이브|인파이트|번개펀치|칼춤,25,10.2
대짱이,물리,1,1,지진,땅,물,100,,고정,,,37.3,0.1321,0.1321,지진|웨이브태클|냉동펀치|퀵턴,,35.7,9
대짱이,물리,1,2,웨이브태클,물,물,74.3,,고정,,,42.2,0.1321,0.1321,지진|웨이브태클|냉동펀치|퀵턴,,35.7,9
대짱이,물리,1,3,냉동펀치,얼음,물,73,,고정,,,19.5,0.1321,0.1321,지진|웨이브태클|냉동펀치|퀵턴,,35.7,9
대짱이,물리,1,4,퀵턴,물,물,67.9,교체,유지,,,0,0.1321,0.1321,지진|웨이브태클|냉동펀치|퀵턴,,35.7,9
라이츄,특수,1,1,전자포,전기,특,100,,고정,,,64.5,0.1469,0.1469,전자포|기합구슬|풀묶기|대타출동,,38.3,15.9
라이츄,특수,1,2,기합구슬,격투,특,100,,고정,,,30.8,0.1469,0.1469,전자포|기합구슬|풀묶기|대타출동,,38.3,15.9
라이츄,특수,1,3,풀묶기,풀,특,72.7,,고정,,,3.4,0.1469,0.1469,전자포|기합구슬|풀묶기|대타출동,,38.3,15.9
라이츄,특수,1,4,대타출동,노말,변,29.6,모델 밖,유지,,,0,0.1469,0.1469,전자포|기합구슬|풀묶기|대타출동,,38.3,15.9
블래키,물리,0,1,속임수,악,물,99.2,,고정,,,98.7,-0.4444,-0.4444,속임수|희망사항|방어|하품,,7,70.7
블래키,물리,0,2,희망사항,노말,변,83.3,회복,유지,,,0,-0.4444,-0.4444,속임수|희망사항|방어|하품,,7,70.7
블래키,물리,0,3,방어,노말,변,83,모델 밖,유지,,,0,-0.4444,-0.4444,속임수|희망사항|방어|하품,,7,70.7
블래키,물리,0,4,하품,노말,변,55.7,모델 밖,유지,,,0,-0.4444,-0.4444,속임수|희망사항|방어|하품,,7,70.7
다크펫,물리,1,1,길동무,고스트,변,100,모델 밖,유지,,,0,-0.2016,-0.2016,길동무|폴터가이스트|앙코르|야습,,6.6,33.9
다크펫,물리,1,2,폴터가이스트,고스트,물,98.8,,고정,,,94.5,-0.2016,-0.2016,길동무|폴터가이스트|앙코르|야습,,6.6,33.9
다크펫,물리,1,3,앙코르,노말,변,75,모델 밖,유지,,,0,-0.2016,-0.2016,길동무|폴터가이스트|앙코르|야습,,6.6,33.9
다크펫,물리,1,4,야습,고스트,물,68.6,,선택,0,,0,-0.2016,-0.2016,길동무|폴터가이스트|앙코르|야습,,6.6,33.9
더시마사리,물리,0,1,HP회복,노말,변,100,회복,유지,,,0,-0.5271,-0.7137,HP회복|맹독|흑안개|엉겨붙기,,4.1,79.5
더시마사리,물리,0,2,맹독,독,변,97,모델 밖,유지,,,0,-0.5271,-0.7137,HP회복|맹독|흑안개|엉겨붙기,,4.1,79.5
더시마사리,물리,0,3,흑안개,얼음,변,61.6,모델 밖,유지,,,0,-0.5271,-0.7137,HP회복|맹독|흑안개|엉겨붙기,,4.1,79.5
더시마사리,물리,0,4,아쿠아브레이크,물,물,26.5,,바꿈,0.1871,엉겨붙기,98.7,-0.5271,-0.7137,HP회복|맹독|흑안개|엉겨붙기,,4.1,79.5
핫삼,물리,0,1,불릿펀치,강철,물,100,선공,고정,,,29.6,-0.1869,-0.1938,불릿펀치|칼춤|유턴|날개쉬기,불릿펀치|유턴|날개쉬기|칼춤,25.3,47
핫삼,물리,0,2,유턴,벌레,물,62.8,교체,유지,,,14.4,-0.1869,-0.1938,불릿펀치|칼춤|유턴|날개쉬기,불릿펀치|유턴|날개쉬기|칼춤,25.3,47
핫삼,물리,0,3,날개쉬기,비행,변,57.5,회복,유지,,,0,-0.1869,-0.1938,불릿펀치|칼춤|유턴|날개쉬기,불릿펀치|유턴|날개쉬기|칼춤,25.3,47
핫삼,물리,0,4,인파이트,격투,물,37.6,,바꿈,0.0069,칼춤,54.6,-0.1869,-0.1938,불릿펀치|칼춤|유턴|날개쉬기,불릿펀치|유턴|날개쉬기|칼춤,25.3,47
오롱털,물리,0,1,리플렉터,에스퍼,변,86.8,모델 밖,유지,,,0,-0.5019,-0.5019,리플렉터|빛의장막|소울크래시|막말내뱉기,,2.8,67.6
오롱털,물리,0,2,빛의장막,에스퍼,변,85.5,모델 밖,유지,,,0,-0.5019,-0.5019,리플렉터|빛의장막|소울크래시|막말내뱉기,,2.8,67.6
오롱털,물리,0,3,소울크래시,페어리,물,71.2,,고정,,,99.1,-0.5019,-0.5019,리플렉터|빛의장막|소울크래시|막말내뱉기,,2.8,67.6
오롱털,물리,0,4,막말내뱉기,악,변,70.1,모델 밖,유지,,,0,-0.5019,-0.5019,리플렉터|빛의장막|소울크래시|막말내뱉기,,2.8,67.6
픽시,특수,1,1,문포스,페어리,특,91.7,,고정,,,73.6,-0.0078,-0.0078,문포스|달빛|코스믹파워|화염방사,문포스|달빛|코스믹파워|명상,29.6,27
픽시,특수,1,2,달빛,페어리,변,89.4,회복,유지,,,0,-0.0078,-0.0078,문포스|달빛|코스믹파워|화염방사,문포스|달빛|코스믹파워|명상,29.6,27
픽시,특수,1,3,코스믹파워,에스퍼,변,55.8,모델 밖,유지,,,0,-0.0078,-0.0078,문포스|달빛|코스믹파워|화염방사,문포스|달빛|코스믹파워|명상,29.6,27
픽시,특수,1,4,화염방사,불꽃,특,54.2,,선택,0.0822,명상,25.7,-0.0078,-0.0078,문포스|달빛|코스믹파워|화염방사,문포스|달빛|코스믹파워|명상,29.6,27
카디나르마,특수,0,1,아머캐논,불꽃,특,100,,고정,,,55.2,-0.1474,-0.1474,아머캐논|와이드포스|길동무|파동탄,아머캐논|와이드포스|길동무|명상,16.5,29.1
카디나르마,특수,0,2,와이드포스,에스퍼,특,91.2,,고정,,,37.9,-0.1474,-0.1474,아머캐논|와이드포스|길동무|파동탄,아머캐논|와이드포스|길동무|명상,16.5,29.1
카디나르마,특수,0,3,길동무,고스트,변,68.1,모델 밖,유지,,,0,-0.1474,-0.1474,아머캐논|와이드포스|길동무|파동탄,아머캐논|와이드포스|길동무|명상,16.5,29.1
카디나르마,특수,0,4,파동탄,격투,특,38.6,,선택,0.0235,명상,6.5,-0.1474,-0.1474,아머캐논|와이드포스|길동무|파동탄,아머캐논|와이드포스|길동무|명상,16.5,29.1
앱솔,물리,1,1,기습,악,물,94.3,선공,고정,,,25.7,0.0702,0.0068,기습|인파이트|탁쳐서떨구기|칼춤,기습|탁쳐서떨구기|인파이트|치근거리기,16.6,7.9
앱솔,물리,1,2,탁쳐서떨구기,악,물,55,효과,유지,,,0,0.0702,0.0068,기습|인파이트|탁쳐서떨구기|칼춤,기습|탁쳐서떨구기|인파이트|치근거리기,16.6,7.9
앱솔,물리,1,3,인파이트,격투,물,68.7,,선택,0.0456,치근거리기,49.7,0.0702,0.0068,기습|인파이트|탁쳐서떨구기|칼춤,기습|탁쳐서떨구기|인파이트|치근거리기,16.6,7.9
앱솔,물리,1,4,스톤에지,바위,물,26.2,,바꿈,0.0163,치근거리기,24.4,0.0702,0.0068,기습|인파이트|탁쳐서떨구기|칼춤,기습|탁쳐서떨구기|인파이트|치근거리기,16.6,7.9
찌리배리,특수,0,1,물붓기,물,변,93.7,모델 밖,유지,,,0,-0.4207,-0.4207,물붓기|게으름피우기|볼트체인지|맹독,,10.6,71.4
찌리배리,특수,0,2,게으름피우기,노말,변,93.4,회복,유지,,,0,-0.4207,-0.4207,물붓기|게으름피우기|볼트체인지|맹독,,10.6,71.4
찌리배리,특수,0,3,볼트체인지,전기,특,81.9,교체,유지,,,87.3,-0.4207,-0.4207,물붓기|게으름피우기|볼트체인지|맹독,,10.6,71.4
찌리배리,특수,0,4,맹독,독,변,78,모델 밖,유지,,,0,-0.4207,-0.4207,물붓기|게으름피우기|볼트체인지|맹독,,10.6,71.4
맘모꾸리,물리,0,1,지진,땅,물,100,,고정,,,63.9,-0.0217,-0.0364,지진|얼음뭉치|고드름침|고드름떨구기,지진|얼음뭉치|고드름침|암석봉인,16.4,21.4
맘모꾸리,물리,0,2,얼음뭉치,얼음,물,100,선공,고정,,,0,-0.0217,-0.0364,지진|얼음뭉치|고드름침|고드름떨구기,지진|얼음뭉치|고드름침|암석봉인,16.4,21.4
맘모꾸리,물리,0,3,고드름떨구기,얼음,물,36.9,,선택,0.0034,고드름침,29.7,-0.0217,-0.0364,지진|얼음뭉치|고드름침|고드름떨구기,지진|얼음뭉치|고드름침|암석봉인,16.4,21.4
맘모꾸리,물리,0,4,암석봉인,바위,물,26,효과,바꿈,,,5.8,-0.0217,-0.0364,지진|얼음뭉치|고드름침|고드름떨구기,지진|얼음뭉치|고드름침|암석봉인,16.4,21.4
파라블레이즈,물리,0,1,원념의칼,불꽃,물,96.7,,고정,,,17.8,-0.0324,-0.0959,원념의칼|야습|폴터가이스트|칼춤,원념의칼|야습|폴터가이스트|칼춤,21,16.9
파라블레이즈,물리,0,2,야습,고스트,물,95.4,,고정,,,0,-0.0324,-0.0959,원념의칼|야습|폴터가이스트|칼춤,원념의칼|야습|폴터가이스트|칼춤,21,16.9
파라블레이즈,물리,0,3,폴터가이스트,고스트,물,80.2,,고정,,,63.9,-0.0324,-0.0959,원념의칼|야습|폴터가이스트|칼춤,원념의칼|야습|폴터가이스트|칼춤,21,16.9
파라블레이즈,물리,0,4,인파이트,격투,물,40.7,,바꿈,0.0635,칼춤,17.3,-0.0324,-0.0959,원념의칼|야습|폴터가이스트|칼춤,원념의칼|야습|폴터가이스트|칼춤,21,16.9
패리퍼,특수,0,1,폭풍,비행,특,100,,고정,,,50.4,-0.2582,-0.2582,폭풍|유턴|냉동빔|파도타기,폭풍|유턴|파도타기|날개쉬기,9.8,46.8
패리퍼,특수,0,2,유턴,벌레,물,88.7,교체,유지,,,0,-0.2582,-0.2582,폭풍|유턴|냉동빔|파도타기,폭풍|유턴|파도타기|날개쉬기,9.8,46.8
패리퍼,특수,0,3,냉동빔,얼음,특,57.6,,선택,0.0172,날개쉬기,18.5,-0.2582,-0.2582,폭풍|유턴|냉동빔|파도타기,폭풍|유턴|파도타기|날개쉬기,9.8,46.8
패리퍼,특수,0,4,파도타기,물,특,50.5,,선택,0.0393,날개쉬기,30.1,-0.2582,-0.2582,폭풍|유턴|냉동빔|파도타기,폭풍|유턴|파도타기|날개쉬기,9.8,46.8
찌르호크,물리,1,1,인파이트,격투,물,98.9,,고정,,,51.9,0.1217,0.1217,인파이트|브레이브버드|날개쉬기|블레이즈킥,인파이트|브레이브버드|날개쉬기|유턴,25.3,8.4
찌르호크,물리,1,2,브레이브버드,비행,물,97.4,,고정,,,41.7,0.1217,0.1217,인파이트|브레이브버드|날개쉬기|블레이즈킥,인파이트|브레이브버드|날개쉬기|유턴,25.3,8.4
찌르호크,물리,1,3,날개쉬기,비행,변,81.7,회복,유지,,,0,0.1217,0.1217,인파이트|브레이브버드|날개쉬기|블레이즈킥,인파이트|브레이브버드|날개쉬기|유턴,25.3,8.4
찌르호크,물리,1,4,블레이즈킥,불꽃,물,49.4,,선택,0.0325,유턴,5.6,0.1217,0.1217,인파이트|브레이브버드|날개쉬기|블레이즈킥,인파이트|브레이브버드|날개쉬기|유턴,25.3,8.4
대검귀,물리,0,1,비검천중파,악,물,100,,고정,,,0,-0.2584,-0.2584,비검천중파|성스러운칼|기습|셸블레이드,비검천중파|성스러운칼|기습|아쿠아커터,13.7,49.2
대검귀,물리,0,2,성스러운칼,격투,물,94.5,,고정,,,20.1,-0.2584,-0.2584,비검천중파|성스러운칼|기습|셸블레이드,비검천중파|성스러운칼|기습|아쿠아커터,13.7,49.2
대검귀,물리,0,3,기습,악,물,73.9,선공,고정,,,30.4,-0.2584,-0.2584,비검천중파|성스러운칼|기습|셸블레이드,비검천중파|성스러운칼|기습|아쿠아커터,13.7,49.2
대검귀,물리,0,4,셸블레이드,물,물,46,,선택,0.0079,아쿠아커터,48.7,-0.2584,-0.2584,비검천중파|성스러운칼|기습|셸블레이드,비검천중파|성스러운칼|기습|아쿠아커터,13.7,49.2
마기라스,물리,0,1,탁쳐서떨구기,악,물,97.2,효과,유지,,,31.5,-0.2574,-0.2676,탁쳐서떨구기|스텔스록|스톤에지|냉동펀치,탁쳐서떨구기|스텔스록|스톤에지|지진,11.4,47.7
마기라스,물리,0,2,스텔스록,바위,변,71.2,모델 밖,유지,,,0,-0.2574,-0.2676,탁쳐서떨구기|스텔스록|스톤에지|냉동펀치,탁쳐서떨구기|스텔스록|스톤에지|지진,11.4,47.7
마기라스,물리,0,3,스톤에지,바위,물,50.2,,선택,0.0811,록블라스트,67.5,-0.2574,-0.2676,탁쳐서떨구기|스텔스록|스톤에지|냉동펀치,탁쳐서떨구기|스텔스록|스톤에지|지진,11.4,47.7
마기라스,물리,0,4,용의춤,드래곤,변,15.9,쌓기,바꿈,0.0032,지진,0,-0.2574,-0.2676,탁쳐서떨구기|스텔스록|스톤에지|냉동펀치,탁쳐서떨구기|스텔스록|스톤에지|지진,11.4,47.7
이어롭,물리,1,1,트리플악셀,얼음,물,78,,고정,,,43.9,0.0785,0.0785,트리플악셀|인파이트|속이기|마하펀치,트리플악셀|인파이트|속이기|칼춤,21.3,11.4
이어롭,물리,1,2,인파이트,격투,물,70.9,,고정,,,54.8,0.0785,0.0785,트리플악셀|인파이트|속이기|마하펀치,트리플악셀|인파이트|속이기|칼춤,21.3,11.4
이어롭,물리,1,3,속이기,노말,물,69.3,효과,유지,,,0,0.0785,0.0785,트리플악셀|인파이트|속이기|마하펀치,트리플악셀|인파이트|속이기|칼춤,21.3,11.4
이어롭,물리,1,4,마하펀치,격투,물,59.7,선공,선택,0.0234,칼춤,0,0.0785,0.0785,트리플악셀|인파이트|속이기|마하펀치,트리플악셀|인파이트|속이기|칼춤,21.3,11.4
플라엣테,특수,1,1,문포스,페어리,특,96.5,,고정,,,83,0.1858,0.1333,문포스|명상|드레인키스|광합성,문포스|명상|광합성|드레인키스,42.2,20.8
플라엣테,특수,1,2,명상,에스퍼,변,87.9,쌓기,고정,,,0,0.1858,0.1333,문포스|명상|드레인키스|광합성,문포스|명상|광합성|드레인키스,42.2,20.8
플라엣테,특수,1,3,광합성,풀,변,44.2,회복,유지,,,0,0.1858,0.1333,문포스|명상|드레인키스|광합성,문포스|명상|광합성|드레인키스,42.2,20.8
플라엣테,특수,1,4,사이코키네시스,에스퍼,특,31.4,,바꿈,0.0525,드레인키스,15.9,0.1858,0.1333,문포스|명상|드레인키스|광합성,문포스|명상|광합성|드레인키스,42.2,20.8
배바닐라,특수,0,1,프리즈드라이,얼음,특,92.8,,고정,,,0,-0.2552,-0.2552,프리즈드라이|눈보라|얼음뭉치|오로라베일,,12,47
배바닐라,특수,0,2,눈보라,얼음,특,88.4,,고정,,,99.7,-0.2552,-0.2552,프리즈드라이|눈보라|얼음뭉치|오로라베일,,12,47
배바닐라,특수,0,3,얼음뭉치,얼음,물,78.6,선공,고정,,,0,-0.2552,-0.2552,프리즈드라이|눈보라|얼음뭉치|오로라베일,,12,47
배바닐라,특수,0,4,오로라베일,얼음,변,59.4,모델 밖,유지,,,0,-0.2552,-0.2552,프리즈드라이|눈보라|얼음뭉치|오로라베일,,12,47
드래펄트,특수,0,1,섀도볼,고스트,특,66.2,,선택,0.0253,드래곤애로,31.6,0.0112,-0.0291,섀도볼|용성군|드래곤애로|화염방사,섀도볼|드래곤애로|10만볼트|불대문자,18.5,15
드래펄트,특수,0,2,용성군,드래곤,특,61.1,한방,선택,0.0118,드래곤애로,28.6,0.0112,-0.0291,섀도볼|용성군|드래곤애로|화염방사,섀도볼|드래곤애로|10만볼트|불대문자,18.5,15
드래펄트,특수,0,3,10만볼트,전기,특,34.3,,바꿈,0.0183,드래곤애로,19.7,0.0112,-0.0291,섀도볼|용성군|드래곤애로|화염방사,섀도볼|드래곤애로|10만볼트|불대문자,18.5,15
드래펄트,특수,0,4,불대문자,불꽃,특,25.1,,바꿈,0.0268,화염방사,19.6,0.0112,-0.0291,섀도볼|용성군|드래곤애로|화염방사,섀도볼|드래곤애로|10만볼트|불대문자,18.5,15
입치트,물리,1,1,치근거리기,페어리,물,100,,고정,,,54.1,-0.1739,-0.1739,치근거리기|기습|칼춤|번개펀치,치근거리기|기습|칼춤|불꽃엄니,18.8,37.5
입치트,물리,1,2,기습,악,물,99,선공,고정,,,19.2,-0.1739,-0.1739,치근거리기|기습|칼춤|번개펀치,치근거리기|기습|칼춤|불꽃엄니,18.8,37.5
입치트,물리,1,3,칼춤,노말,변,55.3,쌓기,선택,0.03,아이언헤드,0,-0.1739,-0.1739,치근거리기|기습|칼춤|번개펀치,치근거리기|기습|칼춤|불꽃엄니,18.8,37.5
입치트,물리,1,4,번개펀치,전기,물,32,,선택,0.0022,불꽃엄니,25.7,-0.1739,-0.1739,치근거리기|기습|칼춤|번개펀치,치근거리기|기습|칼춤|불꽃엄니,18.8,37.5
메가니움,특수,1,1,웨더볼,노말,특,99.7,,고정,,,0,-0.1685,-0.1685,웨더볼|매지컬샤인|솔라빔|광합성,,16.2,47.1
메가니움,특수,1,2,매지컬샤인,페어리,특,91.5,,고정,,,82.5,-0.1685,-0.1685,웨더볼|매지컬샤인|솔라빔|광합성,,16.2,47.1
메가니움,특수,1,3,솔라빔,풀,특,78.6,,고정,,,16.8,-0.1685,-0.1685,웨더볼|매지컬샤인|솔라빔|광합성,,16.2,47.1
메가니움,특수,1,4,광합성,풀,변,69.9,회복,유지,,,0,-0.1685,-0.1685,웨더볼|매지컬샤인|솔라빔|광합성,,16.2,47.1
메타몽,,,,,,,,,,,상대를 복사하는 개체라 고유 기술 세트가 없습니다.
이상해꽃,특수,1,1,대지의힘,땅,특,86.3,,고정,,,33.8,0.1783,0.1623,대지의힘|기가드레인|광합성|오물폭탄,대지의힘|광합성|기가드레인|오물폭탄,40.5,28.6
이상해꽃,특수,1,2,광합성,풀,변,65.1,회복,유지,,,0,0.1783,0.1623,대지의힘|기가드레인|광합성|오물폭탄,대지의힘|광합성|기가드레인|오물폭탄,40.5,28.6
이상해꽃,특수,1,3,기가드레인,풀,특,68.6,,선택,0.0986,오물폭탄,24.3,0.1783,0.1623,대지의힘|기가드레인|광합성|오물폭탄,대지의힘|광합성|기가드레인|오물폭탄,40.5,28.6
이상해꽃,특수,1,4,오물웨이브,독,특,24.8,,바꿈,0.016,오물폭탄,41,0.1783,0.1623,대지의힘|기가드레인|광합성|오물폭탄,대지의힘|광합성|기가드레인|오물폭탄,40.5,28.6
밀로틱,특수,0,1,열탕,물,특,100,,고정,,,70.7,-0.2407,-0.2407,열탕|HP회복|냉동빔|미러코트,,9.3,42.6
밀로틱,특수,0,2,HP회복,노말,변,99.4,회복,유지,,,0,-0.2407,-0.2407,열탕|HP회복|냉동빔|미러코트,,9.3,42.6
밀로틱,특수,0,3,냉동빔,얼음,특,73.8,,고정,,,28.9,-0.2407,-0.2407,열탕|HP회복|냉동빔|미러코트,,9.3,42.6
밀로틱,특수,0,4,미러코트,에스퍼,특,69.6,모델 밖,유지,,,0,-0.2407,-0.2407,열탕|HP회복|냉동빔|미러코트,,9.3,42.6
스코빌런,특수,1,1,방어,노말,변,91.8,모델 밖,유지,,,0,-0.1426,-0.1426,방어|씨뿌리기|기가드레인|화염방사,방어|씨뿌리기|기가드레인|질투의불꽃,19.8,36.6
스코빌런,특수,1,2,씨뿌리기,풀,변,89.7,모델 밖,유지,,,0,-0.1426,-0.1426,방어|씨뿌리기|기가드레인|화염방사,방어|씨뿌리기|기가드레인|질투의불꽃,19.8,36.6
스코빌런,특수,1,3,기가드레인,풀,특,71.6,,고정,,,31.9,-0.1426,-0.1426,방어|씨뿌리기|기가드레인|화염방사,방어|씨뿌리기|기가드레인|질투의불꽃,19.8,36.6
스코빌런,특수,1,4,화염방사,불꽃,특,63.7,,선택,0.07,질투의불꽃,67.7,-0.1426,-0.1426,방어|씨뿌리기|기가드레인|화염방사,방어|씨뿌리기|기가드레인|질투의불꽃,19.8,36.6
아쿠스타,물리,1,1,아쿠아제트,물,물,89.9,선공,고정,,,0,-0.1862,-0.1862,아쿠아제트|아쿠아브레이크|아이스스피너|퀵턴,,9,32.6
아쿠스타,물리,1,2,아쿠아브레이크,물,물,83.2,,고정,,,70.2,-0.1862,-0.1862,아쿠아제트|아쿠아브레이크|아이스스피너|퀵턴,,9,32.6
아쿠스타,물리,1,3,아이스스피너,얼음,물,81.5,,고정,,,28.9,-0.1862,-0.1862,아쿠아제트|아쿠아브레이크|아이스스피너|퀵턴,,9,32.6
아쿠스타,물리,1,4,퀵턴,물,물,62.6,교체,유지,,,0,-0.1862,-0.1862,아쿠아제트|아쿠아브레이크|아이스스피너|퀵턴,,9,32.6
몰드류,물리,0,1,지진,땅,물,100,,고정,,,65.4,-0.114,-0.114,지진|아이언헤드|스톤샤워|칼춤,,19.8,37.1
몰드류,물리,0,2,아이언헤드,강철,물,100,,고정,,,16.7,-0.114,-0.114,지진|아이언헤드|스톤샤워|칼춤,,19.8,37.1
몰드류,물리,0,3,스톤샤워,바위,물,76.7,,고정,,,17.3,-0.114,-0.114,지진|아이언헤드|스톤샤워|칼춤,,19.8,37.1
몰드류,물리,0,4,칼춤,노말,변,35.8,쌓기,선택,0.0209,,0,-0.114,-0.114,지진|아이언헤드|스톤샤워|칼춤,,19.8,37.1
조로아크(히스이),특수,0,1,천추지한,고스트,특,88,,고정,,,21.1,-0.0919,-0.1874,천추지한|얼어붙은바람|화염방사|섀도볼,천추지한|얼어붙은바람|화염방사|기합구슬,4,17.2
조로아크(히스이),특수,0,2,얼어붙은바람,얼음,특,66,효과,유지,,,11.4,-0.0919,-0.1874,천추지한|얼어붙은바람|화염방사|섀도볼,천추지한|얼어붙은바람|화염방사|기합구슬,4,17.2
조로아크(히스이),특수,0,3,기합구슬,격투,특,31.9,,바꿈,0.0274,화염방사,29.4,-0.0919,-0.1874,천추지한|얼어붙은바람|화염방사|섀도볼,천추지한|얼어붙은바람|화염방사|기합구슬,4,17.2
조로아크(히스이),특수,0,4,하이퍼보이스,노말,특,22.9,,바꿈,0.0077,화염방사,37.7,-0.0919,-0.1874,천추지한|얼어붙은바람|화염방사|섀도볼,천추지한|얼어붙은바람|화염방사|기합구슬,4,17.2
미끄래곤(히스이),특수,0,1,용성군,드래곤,특,64,한방,선택,0.0537,냉동빔,35.1,-0.0095,-0.0635,용성군|화염방사|러스터캐논|헤비봄버,용성군|화염방사|헤비봄버|10만볼트,24.4,20.2
미끄래곤(히스이),특수,0,2,화염방사,불꽃,특,60.1,,선택,0.0344,바디프레스,24,-0.0095,-0.0635,용성군|화염방사|러스터캐논|헤비봄버,용성군|화염방사|헤비봄버|10만볼트,24.4,20.2
미끄래곤(히스이),특수,0,3,러스터캐논,강철,특,52.5,,선택,0.0021,헤비봄버,18,-0.0095,-0.0635,용성군|화염방사|러스터캐논|헤비봄버,용성군|화염방사|헤비봄버|10만볼트,24.4,20.2
미끄래곤(히스이),특수,0,4,10만볼트,전기,특,35.1,,바꿈,0.03,바디프레스,22.6,-0.0095,-0.0635,용성군|화염방사|러스터캐논|헤비봄버,용성군|화염방사|헤비봄버|10만볼트,24.4,20.2
잠만보,물리,0,1,지진,땅,물,75.1,,고정,,,39.9,-0.0975,-0.1333,지진|땅가르기|하품|냉동펀치,지진|땅가르기|하품|냉동펀치,21.6,34.9
잠만보,물리,0,2,땅가르기,땅,물,57,모델 밖,유지,,,0,-0.0975,-0.1333,지진|땅가르기|하품|냉동펀치,지진|땅가르기|하품|냉동펀치,21.6,34.9
잠만보,물리,0,3,하품,노말,변,53.4,모델 밖,유지,,,0,-0.0975,-0.1333,지진|땅가르기|하품|냉동펀치,지진|땅가르기|하품|냉동펀치,21.6,34.9
잠만보,물리,0,4,누르기,노말,물,21.5,,바꿈,0.0358,냉동펀치,59.8,-0.0975,-0.1333,지진|땅가르기|하품|냉동펀치,지진|땅가르기|하품|냉동펀치,21.6,34.9
무장조,물리,0,1,날개쉬기,비행,변,72.5,회복,유지,,,0,-0.3806,-0.4254,날개쉬기|스텔스록|날려버리기|바디프레스,날개쉬기|스텔스록|날려버리기|바디프레스,7.1,58.1
무장조,물리,0,2,스텔스록,바위,변,57.6,모델 밖,유지,,,0,-0.3806,-0.4254,날개쉬기|스텔스록|날려버리기|바디프레스,날개쉬기|스텔스록|날려버리기|바디프레스,7.1,58.1
무장조,물리,0,3,날려버리기,노말,변,46.8,모델 밖,유지,,,0,-0.3806,-0.4254,날개쉬기|스텔스록|날려버리기|바디프레스,날개쉬기|스텔스록|날려버리기|바디프레스,7.1,58.1
무장조,물리,0,4,브레이브버드,비행,물,37,,바꿈,0.0448,바디프레스,99.6,-0.3806,-0.4254,날개쉬기|스텔스록|날려버리기|바디프레스,날개쉬기|스텔스록|날려버리기|바디프레스,7.1,58.1
클레스퍼트라,특수,0,1,루미나콜리전,에스퍼,특,93.6,,고정,,,63.5,-0.3808,-0.3808,루미나콜리전|방어|배턴터치|매지컬샤인,루미나콜리전|방어|배턴터치|섀도볼,2.9,55.7
클레스퍼트라,특수,0,2,방어,노말,변,87.8,모델 밖,유지,,,0,-0.3808,-0.3808,루미나콜리전|방어|배턴터치|매지컬샤인,루미나콜리전|방어|배턴터치|섀도볼,2.9,55.7
클레스퍼트라,특수,0,3,배턴터치,노말,변,60.3,모델 밖,유지,,,0,-0.3808,-0.3808,루미나콜리전|방어|배턴터치|매지컬샤인,루미나콜리전|방어|배턴터치|섀도볼,2.9,55.7
클레스퍼트라,특수,0,4,매지컬샤인,페어리,특,51.7,,선택,0.0147,섀도볼,36.1,-0.3808,-0.3808,루미나콜리전|방어|배턴터치|매지컬샤인,루미나콜리전|방어|배턴터치|섀도볼,2.9,55.7
창파나이트,물리,0,1,스타어설트,격투,물,91,,고정,,,76.2,-0.1152,-0.2132,스타어설트|리프블레이드|만나자마자|인파이트,스타어설트|리프블레이드|만나자마자|전광석화,15.1,24.2
창파나이트,물리,0,2,리프블레이드,풀,물,89.9,,고정,,,11.4,-0.1152,-0.2132,스타어설트|리프블레이드|만나자마자|인파이트,스타어설트|리프블레이드|만나자마자|전광석화,15.1,24.2
창파나이트,물리,0,3,깜짝베기,악,물,35.1,,바꿈,0.039,만나자마자,12.3,-0.1152,-0.2132,스타어설트|리프블레이드|만나자마자|인파이트,스타어설트|리프블레이드|만나자마자|전광석화,15.1,24.2
