atk_ko,def_ko,atk_rank,def_rank,ttk_atk_to_def,ttk_def_to_atk,v_base,v_atk_mega,v_def_has_item,v_def_mega,def_assumed_item
불카모스,가라르야도킹,25,75,5.000,5.000,0.4299,,0.1380,,먹다남은음식
불카모스,깜까미,25,76,3.000,4.000,0.6332,,0.6332,0.3542,없음
불카모스,엘풍,25,77,2.000,9.000,1.0000,,1.0000,,기합의띠
불카모스,저승갓숭,25,78,3.000,2.000,-0.0207,,-0.0357,,먹다남은음식
불카모스,스트린더(하이),25,79,2.000,4.000,0.5332,,0.5332,,풍선
불카모스,샤미드,25,80,5.000,3.000,0.0125,,-0.1583,,먹다남은음식
불카모스,사마자르,25,81,3.000,1.000,-0.3375,,-0.3375,,기합의띠
불카모스,인텔리레온,25,82,2.000,2.000,-0.2676,,-0.2676,,없음
불카모스,깨비물거미,25,83,4.000,3.000,-0.1067,,-0.2709,,자뭉열매
불카모스,가디안,25,84,4.000,4.000,0.2776,,0.2776,0.0424,기합의띠
불카모스,왕구리,25,85,3.000,3.000,-0.0357,,-0.0357,,없음
불카모스,엘레이드,25,86,4.000,4.000,0.2835,,0.1048,-0.1891,생명의구슬
불카모스,브리무음,25,87,3.000,4.000,0.3340,,0.3340,,기합의띠
불카모스,눈여아,25,88,2.000,6.000,0.9645,,0.8709,0.2079,기합의띠
불카모스,어흥염,25,89,4.000,3.000,-0.0358,,-0.1451,,자뭉열매
불카모스,마릴리,25,90,3.000,3.000,-0.1545,,-0.2496,,자뭉열매
불카모스,올리르바,25,91,2.000,4.000,0.7902,,0.7902,,기합의띠
불카모스,스트린더(로우),25,92,2.000,4.000,0.5332,,0.5332,,풍선
불카모스,펜드라,25,93,2.000,2.000,-0.2844,,-0.3288,0.0033,기합의띠
불카모스,화염레오,25,94,4.000,3.000,-0.4639,,-0.4639,-0.7371,기합의띠
불카모스,윈디(히스이),25,95,5.000,1.000,-0.8077,,-0.8077,,기합의띠
불카모스,캥카,25,96,4.000,3.000,-0.0357,,-0.2044,-0.5922,타입강화
불카모스,꿈트렁,25,97,2.000,3.000,0.4395,,0.3460,,자뭉열매
불카모스,에써르(암컷),25,98,2.000,5.000,0.8703,,0.8703,,없음
불카모스,후딘,25,99,2.000,4.000,0.2079,,0.2079,,기합의띠
불카모스,드래캄,25,100,3.000,3.000,0.1990,,0.1990,-0.2353,생명의구슬
빠르모트,보만다,26,1,3.000,2.000,-0.0256,,-0.4923,-0.4923,구애스카프
빠르모트,한카리아스,26,2,2.000,1.000,-0.1977,,-0.6644,-0.5621,구애스카프
빠르모트,누리레느,26,3,1.000,1.000,0.0075,,-0.1977,,자뭉열매
빠르모트,갑주무사,26,4,2.000,2.000,0.1379,,0.1379,0.1379,생명의구슬
빠르모트,하마돈,26,5,4.000,2.000,-0.3935,,-0.6269,,자뭉열매
빠르모트,루카리오,26,6,1.000,2.000,0.3712,,0.1379,-0.4311,기합의띠
빠르모트,드닐레이브,26,7,2.000,2.000,0.1379,,0.1379,0.1379,기합의띠
빠르모트,브리두라스,26,8,2.000,2.000,0.1379,,0.1379,,자뭉열매
빠르모트,타부자고,26,9,3.000,3.000,0.1358,,0.1358,,풍선
빠르모트,따라큐,26,10,2.000,2.000,0.1379,,-0.1729,,생명의구슬
빠르모트,고릴타,26,11,3.000,2.000,-0.0955,,0.1379,,생명의구슬
빠르모트,킬가르도,26,12,3.000,2.000,-0.0955,,-0.0955,,먹다남은음식
빠르모트,마스카나,26,13,1.000,2.000,-0.0955,,-0.0955,,구애스카프
빠르모트,갸라도스,26,14,1.000,2.000,0.3712,,0.3712,0.1379,울퉁불퉁멧
빠르모트,아머까오,26,15,2.000,3.000,0.4735,,0.1379,,울퉁불퉁멧
빠르모트,킬라플로르,26,16,2.000,2.000,0.1379,,0.1379,-0.0955,기합의띠
빠르모트,대쓰여너,26,17,1.000,2.000,0.3712,,-0.0955,,구애스카프
빠르모트,리자몽,26,18,1.000,2.000,0.3943,,-0.0724,0.3185,구애스카프
빠르모트,포푸니크,26,19,2.000,2.000,-0.3288,,-0.3288,,없음
빠르모트,개굴닌자,26,20,1.000,2.000,-0.0955,,-0.3288,-0.0955,기합의띠
빠르모트,에이스번,26,21,2.000,2.000,-0.3288,,-0.3288,,구애스카프
빠르모트,알로라 나인테일,26,22,2.000,2.000,-0.3288,,-0.3288,,없음
빠르모트,에써르(수컷),26,23,2.000,2.000,0.1379,,-0.3288,,구애스카프
빠르모트,워시로토무,26,24,2.000,2.000,0.1379,,-0.0955,,먹다남은음식
빠르모트,불카모스,26,25,3.000,2.000,-0.0020,,-0.0955,,자뭉열매
빠르모트,라우드본,26,27,4.000,2.000,-0.0005,,-0.2247,,자뭉열매
빠르모트,삼삼드래,26,28,2.000,2.000,0.1379,,-0.3288,,구애스카프
빠르모트,메타그로스,26,29,3.000,1.000,-0.4311,,-0.4311,-0.8977,생명의구슬
빠르모트,망나뇽,26,30,2.495,2.000,0.0224,,0.0224,0.0212,없음
빠르모트,님피아,26,31,3.000,1.000,-0.3648,,-0.3648,,먹다남은음식
빠르모트,히트로토무,26,32,2.000,2.000,0.1379,,-0.3288,,구애스카프
빠르모트,거북왕,26,33,2.000,2.000,0.1379,,0.1379,0.1379,없음
빠르모트,대도각참,26,34,1.000,4.000,0.8090,,0.8090,,타입강화
빠르모트,팬텀,26,35,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
빠르모트,마폭시,26,36,2.000,1.000,-0.1977,,-0.1977,-0.6644,기합의띠
빠르모트,엠페르트,26,37,2.000,2.000,0.3830,,0.3830,,없음
빠르모트,번치코,26,38,2.000,2.000,0.1379,,0.1379,0.1379,생명의구슬
빠르모트,대짱이,26,39,3.000,1.000,-0.4311,,-0.4311,-0.4311,자뭉열매
빠르모트,라이츄,26,40,2.000,2.000,-0.3288,,-0.3288,-0.3288,구애스카프
빠르모트,블래키,26,41,2.000,8.000,1.0000,,1.0000,,먹다남은음식
빠르모트,다크펫,26,42,2.000,2.000,0.1379,,0.1379,0.1379,기합의띠
빠르모트,더시마사리,26,43,2.000,5.000,0.9113,,0.9113,,먹다남은음식
빠르모트,핫삼,26,44,2.000,3.000,0.6663,,0.3307,0.1965,울퉁불퉁멧
빠르모트,오롱털,26,45,2.000,2.000,0.1379,,0.1379,,없음
빠르모트,픽시,26,46,3.000,2.000,-0.0708,,-0.0955,0.1023,먹다남은음식
빠르모트,카디나르마,26,47,3.000,1.000,-0.4311,,-0.4311,,기합의띠
빠르모트,앱솔,26,48,1.000,2.000,0.3712,,0.3712,-0.3288,없음
빠르모트,찌리배리,26,49,4.000,4.000,0.2986,,0.2986,,먹다남은음식
빠르모트,맘모꾸리,26,50,2.000,1.000,-0.1977,,-0.1977,,기합의띠
빠르모트,파라블레이즈,26,51,2.000,2.000,0.1379,,0.1379,,기합의띠
빠르모트,패리퍼,26,52,1.000,2.000,0.4247,,0.4247,,없음
빠르모트,찌르호크,26,53,2.000,3.000,0.4120,,-0.0547,-0.3288,구애스카프
빠르모트,대검귀,26,54,1.000,3.000,0.7068,,0.7068,,타입강화
빠르모트,마기라스,26,55,1.000,2.000,0.3712,,0.3712,0.3712,먹다남은음식
빠르모트,이어롭,26,56,1.000,2.000,0.1379,,-0.0955,-0.0955,자뭉열매
빠르모트,플라엣테,26,57,2.000,1.000,-0.3009,,-0.7675,-0.3009,구애스카프
빠르모트,배바닐라,26,58,1.000,2.000,0.3712,,0.3712,,타입강화
빠르모트,드래펄트,26,59,3.000,2.000,-0.5621,,-0.3288,,생명의구슬
빠르모트,입치트,26,60,3.000,2.000,-0.0955,,-0.0955,-0.0955,기합의띠
빠르모트,메가니움,26,61,3.000,3.000,0.1390,,0.1390,-0.3596,기합의띠
빠르모트,메타몽,26,62,1.000,3.000,0.7068,,0.7068,,구애스카프
빠르모트,이상해꽃,26,63,3.000,2.000,-0.0306,,-0.0139,-0.6518,생명의구슬
빠르모트,밀로틱,26,64,2.000,3.000,0.4729,,0.4716,,먹다남은음식
빠르모트,스코빌런,26,65,2.000,2.000,0.1379,,0.1379,0.1379,먹다남은음식
빠르모트,아쿠스타,26,66,1.000,2.000,-0.0955,,-0.3288,-0.0955,기합의띠
빠르모트,몰드류,26,67,1.000,1.000,0.0356,,-0.4311,-0.1977,구애스카프
빠르모트,조로아크(히스이),26,68,2.000,2.000,-0.3288,,-0.3288,,기합의띠
빠르모트,미끄래곤(히스이),26,69,2.000,2.000,0.1379,,0.1379,,먹다남은음식
빠르모트,잠만보,26,70,2.000,2.000,0.1379,,0.1379,,먹다남은음식
빠르모트,무장조,26,71,2.000,3.000,0.3810,,0.2118,-0.3288,자뭉열매
빠르모트,클레스퍼트라,26,72,2.000,2.000,-0.0955,,-0.0955,,기합의띠
빠르모트,창파나이트,26,73,2.000,2.000,0.1379,,0.1379,,없음
빠르모트,우츠보트,26,74,3.000,3.000,0.2400,,0.2400,-0.0955,기합의띠
빠르모트,가라르야도킹,26,75,3.000,2.000,-0.1298,,-0.3631,,먹다남은음식
빠르모트,깜까미,26,76,2.000,7.000,0.9971,,0.9971,0.9442,없음
빠르모트,엘풍,26,77,2.000,2.000,-0.3288,,-0.3288,,기합의띠
빠르모트,저승갓숭,26,78,3.000,2.000,-0.0955,,-0.0955,,먹다남은음식
빠르모트,스트린더(하이),26,79,4.000,2.000,-0.3288,,-0.3288,,풍선
빠르모트,샤미드,26,80,2.000,3.000,0.4608,,0.4321,,먹다남은음식
빠르모트,사마자르,26,81,2.000,3.000,0.4735,,0.4735,,기합의띠
빠르모트,인텔리레온,26,82,1.000,2.000,-0.0955,,-0.0955,,없음
빠르모트,깨비물거미,26,83,1.000,4.000,0.8090,,0.8090,,자뭉열매
빠르모트,가디안,26,84,2.000,1.000,-0.1977,,-0.1977,-0.1977,기합의띠
빠르모트,왕구리,26,85,1.000,2.000,0.3712,,0.3712,,없음
빠르모트,엘레이드,26,86,2.000,2.000,0.1379,,-0.1864,-0.3367,생명의구슬
빠르모트,브리무음,26,87,2.000,1.000,-0.3144,,-0.3144,,기합의띠
빠르모트,눈여아,26,88,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
빠르모트,어흥염,26,89,2.000,2.000,0.1379,,0.1141,,자뭉열매
빠르모트,마릴리,26,90,2.000,2.000,0.1379,,0.1379,,자뭉열매
빠르모트,올리르바,26,91,2.000,2.000,0.2314,,0.1379,,기합의띠
빠르모트,스트린더(로우),26,92,4.000,2.000,-0.3288,,-0.3288,,풍선
빠르모트,펜드라,26,93,2.000,2.000,-0.3288,,-0.3288,-0.0955,기합의띠
빠르모트,화염레오,26,94,1.000,2.000,-0.0955,,-0.3288,-0.3288,기합의띠
빠르모트,윈디(히스이),26,95,2.000,2.000,0.1503,,0.1503,,기합의띠
빠르모트,캥카,26,96,2.000,2.000,0.1379,,0.1379,0.1379,타입강화
빠르모트,꿈트렁,26,97,2.000,2.000,0.1379,,0.1379,,자뭉열매
빠르모트,에써르(암컷),26,98,2.000,2.000,0.1379,,0.1379,,없음
빠르모트,후딘,26,99,2.000,1.000,-0.6644,,-0.6644,,기합의띠
빠르모트,드래캄,26,100,3.000,2.000,-0.0955,,-0.1977,-0.4311,생명의구슬
라우드본,보만다,27,1,5.000,4.000,-0.4452,,-0.4452,-0.4452,구애스카프
라우드본,한카리아스,27,2,4.000,2.000,-0.7841,,-0.7841,-0.4672,구애스카프
라우드본,누리레느,27,3,6.000,2.000,-0.7741,,-0.7855,,자뭉열매
라우드본,갑주무사,27,4,3.000,4.000,0.5051,,0.3128,0.8041,생명의구슬
라우드본,하마돈,27,5,4.000,3.000,0.1545,,-0.0811,,자뭉열매
라우드본,루카리오,27,6,2.000,4.000,0.3374,,0.3261,0.0018,기합의띠
라우드본,드닐레이브,27,7,4.000,3.000,-0.4672,,-0.4672,-0.4672,기합의띠
라우드본,브리두라스,27,8,3.000,3.000,-0.2317,,-0.2430,,자뭉열매
라우드본,타부자고,27,9,2.000,3.000,-0.1051,,-0.1051,,풍선
라우드본,따라큐,27,10,3.000,4.000,-0.1637,,-0.0248,,생명의구슬
라우드본,고릴타,27,11,2.000,3.000,0.0181,,0.0018,,생명의구슬
라우드본,킬가르도,27,12,2.000,2.000,0.1379,,0.1379,,먹다남은음식
라우드본,마스카나,27,13,2.000,3.000,0.0018,,0.0018,,구애스카프
라우드본,갸라도스,27,14,5.000,3.000,-0.7027,,-0.7027,-0.7027,울퉁불퉁멧
라우드본,아머까오,27,15,2.000,6.000,0.9843,,0.9680,,울퉁불퉁멧
라우드본,킬라플로르,27,16,2.000,2.000,-0.3175,,-0.3288,-0.3451,기합의띠
라우드본,대쓰여너,27,17,3.000,2.000,-0.5671,,-0.5671,,구애스카프
라우드본,리자몽,27,18,5.000,5.000,-0.1376,,-0.1376,-0.4563,구애스카프
라우드본,포푸니크,27,19,3.000,4.000,-0.0817,,-0.0817,,없음
라우드본,개굴닌자,27,20,3.000,2.000,-0.5508,,-0.5508,-0.5785,기합의띠
라우드본,에이스번,27,21,3.000,3.000,-0.2317,,-0.2317,,구애스카프
라우드본,알로라 나인테일,27,22,2.000,4.000,0.3374,,0.3374,,없음
라우드본,에써르(수컷),27,23,3.000,4.000,0.1017,,0.1017,,구애스카프
라우드본,워시로토무,27,24,4.000,2.000,-0.7841,,-0.7955,,먹다남은음식
라우드본,불카모스,27,25,4.000,6.000,0.2363,,-0.0726,,자뭉열매
라우드본,빠르모트,27,26,2.000,4.000,0.1017,,0.1017,,기합의띠
라우드본,삼삼드래,27,28,2.000,2.000,-0.3288,,-0.3288,,구애스카프
라우드본,메타그로스,27,29,2.000,3.000,0.0018,,0.0018,-0.0095,생명의구슬
라우드본,망나뇽,27,30,5.495,4.000,-0.6400,,-0.6400,-0.6991,없음
라우드본,님피아,27,31,5.000,5.000,0.0957,,-0.1490,,먹다남은음식
라우드본,히트로토무,27,32,4.000,4.000,-0.4539,,-0.4539,,구애스카프
라우드본,거북왕,27,33,5.000,2.000,-0.8005,,-0.8005,-0.8977,없음
라우드본,대도각참,27,34,2.000,3.000,0.4685,,0.1492,,타입강화
라우드본,팬텀,27,35,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
라우드본,마폭시,27,36,3.000,4.000,-0.0830,,-0.0830,-0.2153,기합의띠
라우드본,엠페르트,27,37,4.000,2.000,-0.1104,,-0.1104,,없음
라우드본,번치코,27,38,3.000,3.000,-0.2153,,-0.2317,-0.2317,생명의구슬
라우드본,대짱이,27,39,5.000,2.000,-0.5508,,-0.7841,-0.8005,자뭉열매
라우드본,라이츄,27,40,3.000,4.000,0.0302,,0.0302,-0.2317,구애스카프
라우드본,블래키,27,41,5.000,4.000,0.0028,,-0.2310,,먹다남은음식
라우드본,다크펫,27,42,2.000,2.000,0.1379,,0.1379,-0.3451,기합의띠
라우드본,더시마사리,27,43,5.000,5.000,0.2961,,0.0147,,먹다남은음식
라우드본,핫삼,27,44,1.000,5.000,0.9556,,0.9113,0.8008,울퉁불퉁멧
라우드본,오롱털,27,45,3.000,2.000,0.2350,,0.2350,,없음
라우드본,픽시,27,46,4.000,11.000,0.8191,,0.8044,0.6062,먹다남은음식
라우드본,카디나르마,27,47,2.000,4.000,0.1017,,0.1017,,기합의띠
라우드본,앱솔,27,48,2.000,3.000,-0.0095,,-0.0095,-0.0095,없음
라우드본,찌리배리,27,49,4.000,6.000,0.5714,,0.2544,,먹다남은음식
라우드본,맘모꾸리,27,50,2.000,2.000,-0.3288,,-0.3288,,기합의띠
라우드본,파라블레이즈,27,51,3.000,2.000,-0.5508,,-0.5508,,기합의띠
라우드본,패리퍼,27,52,4.000,2.000,-0.3045,,-0.3045,,없음
라우드본,찌르호크,27,53,3.000,5.000,0.1274,,0.1274,0.0561,구애스카프
라우드본,대검귀,27,54,3.000,3.000,-0.2317,,-0.2317,,타입강화
라우드본,마기라스,27,55,4.000,2.000,-0.3175,,-0.5394,-0.7841,먹다남은음식
라우드본,이어롭,27,56,3.000,11.000,0.9935,,0.8954,0.9835,자뭉열매
라우드본,플라엣테,27,57,4.000,6.000,0.1264,,0.1264,-0.2810,구애스카프
라우드본,배바닐라,27,58,2.000,7.000,0.9957,,0.9794,,타입강화
라우드본,드래펄트,27,59,2.000,3.000,-0.2317,,-0.3288,,생명의구슬
라우드본,입치트,27,60,1.000,6.000,0.9907,,0.9907,0.9063,기합의띠
라우드본,메가니움,27,61,2.000,5.000,0.4023,,0.4023,0.0682,기합의띠
라우드본,메타몽,27,62,2.000,4.000,0.8900,,0.6453,,구애스카프
라우드본,이상해꽃,27,63,2.000,4.000,0.3970,,0.2127,-0.4468,생명의구슬
라우드본,밀로틱,27,64,8.000,4.000,-0.7000,,-0.7000,,먹다남은음식
라우드본,스코빌런,27,65,3.000,6.000,0.7513,,0.7513,0.6532,먹다남은음식
라우드본,아쿠스타,27,66,2.000,3.000,0.0068,,0.0068,-0.2317,기합의띠
라우드본,몰드류,27,67,2.000,2.000,-0.3175,,-0.3175,-0.3175,구애스카프
라우드본,조로아크(히스이),27,68,2.000,2.000,-0.3288,,-0.3288,,기합의띠
라우드본,미끄래곤(히스이),27,69,4.000,3.000,-0.0005,,-0.2361,,먹다남은음식
라우드본,잠만보,27,70,9.000,4.000,-0.6938,,-0.7000,,먹다남은음식
라우드본,무장조,27,71,2.000,6.000,0.8910,,0.8910,0.4726,자뭉열매
라우드본,클레스퍼트라,27,72,2.000,4.000,0.3261,,0.3261,,기합의띠
라우드본,창파나이트,27,73,3.000,4.000,0.5684,,0.5684,,없음
라우드본,우츠보트,27,74,2.000,6.000,0.9794,,0.9680,0.6617,기합의띠
라우드본,가라르야도킹,27,75,4.000,5.000,0.7339,,0.4338,,먹다남은음식
라우드본,깜까미,27,76,3.000,4.000,0.5054,,0.5054,0.2631,없음
라우드본,엘풍,27,77,2.000,9.000,1.0000,,1.0000,,기합의띠
라우드본,저승갓숭,27,78,3.000,5.000,0.1741,,-0.0722,,먹다남은음식
라우드본,스트린더(하이),27,79,2.000,4.000,0.3374,,0.1017,,풍선
라우드본,샤미드,27,80,8.000,3.000,-0.7130,,-0.7158,,먹다남은음식
라우드본,사마자르,27,81,3.000,3.000,-0.2317,,-0.2317,,기합의띠
라우드본,인텔리레온,27,82,4.000,2.000,-0.7841,,-0.7841,,없음
라우드본,깨비물거미,27,83,4.000,4.000,0.1017,,-0.1360,,자뭉열매
라우드본,가디안,27,84,3.000,4.000,0.1017,,0.1017,-0.2153,기합의띠
라우드본,왕구리,27,85,5.000,3.000,-0.7027,,-0.7027,,없음
라우드본,엘레이드,27,86,3.000,3.000,-0.2204,,-0.2317,-0.2317,생명의구슬
라우드본,브리무음,27,87,3.000,4.000,0.5684,,0.5684,,기합의띠
라우드본,눈여아,27,88,2.000,3.000,0.0018,,-0.0095,-0.3175,기합의띠
라우드본,어흥염,27,89,4.000,3.000,-0.0005,,-0.0245,,자뭉열매
라우드본,마릴리,27,90,5.000,4.000,-0.2876,,-0.5096,,자뭉열매
라우드본,올리르바,27,91,2.000,3.000,0.6582,,0.6582,,기합의띠
라우드본,스트린더(로우),27,92,2.000,5.000,0.6567,,0.4188,,풍선
라우드본,펜드라,27,93,2.000,4.000,0.3374,,0.3261,0.4711,기합의띠
라우드본,화염레오,27,94,3.000,4.000,0.1017,,0.1017,-0.2267,기합의띠
라우드본,윈디(히스이),27,95,2.000,2.000,-0.3528,,-0.3528,,기합의띠
라우드본,캥카,27,96,3.000,4.000,0.0602,,0.0602,-0.4208,타입강화
라우드본,꿈트렁,27,97,1.000,4.000,0.8092,,0.8092,,자뭉열매
라우드본,에써르(암컷),27,98,3.000,5.000,0.4188,,0.4188,,없음
라우드본,후딘,27,99,2.000,3.000,-0.0095,,-0.0095,,기합의띠
라우드본,드래캄,27,100,4.000,3.000,-0.0005,,-0.0841,-0.3175,생명의구슬
삼삼드래,보만다,28,1,2.000,2.000,-0.3594,,-0.3594,-0.3594,구애스카프
삼삼드래,한카리아스,28,2,1.000,1.000,-0.4311,,-0.4311,-0.4311,구애스카프
삼삼드래,누리레느,28,3,5.000,1.000,-0.8977,,-0.8977,,자뭉열매
삼삼드래,갑주무사,28,4,2.000,2.000,0.1379,,-0.1022,0.3048,생명의구슬
삼삼드래,하마돈,28,5,2.000,4.000,0.6325,,0.3726,,자뭉열매
삼삼드래,루카리오,28,6,2.000,2.000,0.1379,,0.1379,-0.6644,기합의띠
삼삼드래,드닐레이브,28,7,1.000,1.000,0.0356,,-0.1977,-0.1977,기합의띠
삼삼드래,브리두라스,28,8,2.000,1.000,-0.1977,,-0.1977,,자뭉열매
삼삼드래,타부자고,28,9,2.000,2.000,0.2083,,0.2083,,풍선
삼삼드래,따라큐,28,10,2.000,1.000,-0.2150,,-0.1977,,생명의구슬
삼삼드래,고릴타,28,11,2.000,2.000,0.1379,,0.1379,,생명의구슬
삼삼드래,킬가르도,28,12,2.000,2.000,0.1379,,0.1379,,먹다남은음식
삼삼드래,마스카나,28,13,2.000,1.000,-0.6644,,-0.6644,,구애스카프
삼삼드래,갸라도스,28,14,2.000,3.000,0.4735,,0.4735,0.2400,울퉁불퉁멧
삼삼드래,아머까오,28,15,3.000,4.000,0.5732,,0.5732,,울퉁불퉁멧
삼삼드래,킬라플로르,28,16,1.000,2.000,0.3712,,0.1379,-0.4311,기합의띠
삼삼드래,대쓰여너,28,17,2.000,3.000,0.4735,,0.0068,,구애스카프
삼삼드래,리자몽,28,18,2.000,3.000,-0.3057,,-0.3057,-0.3057,구애스카프
삼삼드래,포푸니크,28,19,2.000,1.000,-0.6644,,-0.6644,,없음
삼삼드래,개굴닌자,28,20,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
삼삼드래,에이스번,28,21,2.000,1.000,-0.6644,,-0.6644,,구애스카프
삼삼드래,알로라 나인테일,28,22,2.000,1.000,-0.6644,,-0.6644,,없음
삼삼드래,에써르(수컷),28,23,2.000,2.000,0.1379,,-0.3288,,구애스카프
삼삼드래,워시로토무,28,24,2.000,5.000,0.9113,,0.9113,,먹다남은음식
삼삼드래,불카모스,28,25,3.000,2.000,-0.4686,,-0.7020,,자뭉열매
삼삼드래,빠르모트,28,26,2.000,2.000,-0.3288,,-0.3288,,기합의띠
삼삼드래,라우드본,28,27,2.000,2.000,0.1379,,-0.0841,,자뭉열매
삼삼드래,메타그로스,28,29,2.000,2.000,0.1379,,0.1379,-0.3288,생명의구슬
삼삼드래,망나뇽,28,30,2.495,2.000,0.1368,,0.1368,-0.6100,없음
삼삼드래,님피아,28,31,4.000,1.000,-0.5981,,-0.8314,,먹다남은음식
삼삼드래,히트로토무,28,32,2.000,5.000,0.9113,,0.6780,,구애스카프
삼삼드래,거북왕,28,33,2.000,3.000,0.4735,,0.4735,0.1379,없음
삼삼드래,대도각참,28,34,2.000,3.000,0.4735,,0.4735,,타입강화
삼삼드래,팬텀,28,35,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
삼삼드래,마폭시,28,36,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
삼삼드래,엠페르트,28,37,3.000,3.000,0.2785,,0.2785,,없음
삼삼드래,번치코,28,38,2.000,1.000,-0.1977,,-0.1977,-0.6644,생명의구슬
삼삼드래,대짱이,28,39,2.000,3.000,0.4735,,0.2400,0.2400,자뭉열매
삼삼드래,라이츄,28,40,2.000,2.000,-0.3288,,-0.3288,-0.6644,구애스카프
삼삼드래,블래키,28,41,4.000,10.000,0.9080,,0.9080,,먹다남은음식
삼삼드래,다크펫,28,42,2.000,4.000,0.8090,,0.8090,0.4735,기합의띠
삼삼드래,더시마사리,28,43,3.000,12.000,0.9932,,0.8910,,먹다남은음식
삼삼드래,핫삼,28,44,1.000,2.000,0.3712,,0.3712,0.2371,울퉁불퉁멧
삼삼드래,오롱털,28,45,2.000,1.000,-0.1977,,-0.1977,,없음
삼삼드래,픽시,28,46,4.000,2.000,-0.3396,,-0.3396,-0.6397,먹다남은음식
삼삼드래,카디나르마,28,47,2.000,2.000,0.1379,,0.1379,,기합의띠
삼삼드래,앱솔,28,48,2.000,1.000,-0.1977,,-0.1977,-0.6644,없음
삼삼드래,찌리배리,28,49,3.000,9.000,0.9937,,0.8977,,먹다남은음식
삼삼드래,맘모꾸리,28,50,2.000,2.000,0.1379,,0.1379,,기합의띠
삼삼드래,파라블레이즈,28,51,2.000,2.000,0.1379,,0.1379,,기합의띠
삼삼드래,패리퍼,28,52,2.000,3.000,0.5270,,0.5270,,없음
삼삼드래,찌르호크,28,53,2.000,3.000,-0.0547,,-0.0547,-0.5809,구애스카프
삼삼드래,대검귀,28,54,2.000,3.000,0.4735,,0.4735,,타입강화
삼삼드래,마기라스,28,55,3.000,2.000,-0.0955,,-0.0955,-0.0955,먹다남은음식
삼삼드래,이어롭,28,56,2.000,2.000,-0.3288,,-0.5621,-0.6644,자뭉열매
삼삼드래,플라엣테,28,57,3.000,1.000,-0.5342,,-0.8977,-0.8977,구애스카프
삼삼드래,배바닐라,28,58,2.000,2.000,0.1379,,-0.1977,,타입강화
삼삼드래,드래펄트,28,59,1.000,2.000,-0.0955,,-0.4311,,생명의구슬
삼삼드래,입치트,28,60,1.000,1.000,0.0356,,-0.1977,-0.1977,기합의띠
삼삼드래,메가니움,28,61,3.000,2.000,0.2092,,0.2092,-0.3608,기합의띠
삼삼드래,메타몽,28,62,2.000,2.000,0.1379,,-0.0955,,구애스카프
삼삼드래,이상해꽃,28,63,3.000,4.000,0.7552,,0.6918,0.4568,생명의구슬
삼삼드래,밀로틱,28,64,4.000,2.000,-0.3275,,-0.3275,,먹다남은음식
삼삼드래,스코빌런,28,65,2.000,5.000,0.9113,,0.9113,0.8090,먹다남은음식
삼삼드래,아쿠스타,28,66,2.000,3.000,0.0068,,0.0068,-0.3288,기합의띠
삼삼드래,몰드류,28,67,2.000,3.000,0.4735,,0.0068,-0.3288,구애스카프
삼삼드래,조로아크(히스이),28,68,1.000,2.000,-0.0955,,-0.3288,,기합의띠
삼삼드래,미끄래곤(히스이),28,69,3.000,1.000,-0.4311,,-0.4311,,먹다남은음식
삼삼드래,잠만보,28,70,3.000,3.000,0.1323,,0.0043,,먹다남은음식
삼삼드래,무장조,28,71,2.000,3.000,0.4735,,0.3043,-0.2548,자뭉열매
삼삼드래,클레스퍼트라,28,72,2.000,2.000,-0.3288,,-0.3288,,기합의띠
삼삼드래,창파나이트,28,73,2.000,1.000,-0.1977,,-0.1977,,없음
삼삼드래,우츠보트,28,74,2.000,4.000,0.8090,,0.8090,0.4735,기합의띠
삼삼드래,가라르야도킹,28,75,3.000,3.000,0.5398,,0.5398,,먹다남은음식
삼삼드래,깜까미,28,76,2.000,8.000,1.0000,,1.0000,0.9971,없음
삼삼드래,엘풍,28,77,2.000,1.000,-0.6644,,-0.6644,,기합의띠
삼삼드래,저승갓숭,28,78,3.000,2.000,-0.0707,,-0.0955,,먹다남은음식
삼삼드래,스트린더(하이),28,79,1.000,3.000,0.7068,,0.4735,,풍선
삼삼드래,샤미드,28,80,4.000,3.000,0.2950,,0.2950,,먹다남은음식
삼삼드래,사마자르,28,81,2.000,2.000,0.1379,,0.1379,,기합의띠
삼삼드래,인텔리레온,28,82,2.000,2.000,-0.3288,,-0.3288,,없음
삼삼드래,깨비물거미,28,83,3.000,3.000,0.2400,,0.2400,,자뭉열매
삼삼드래,가디안,28,84,3.000,1.000,-0.4311,,-0.4311,-0.8977,기합의띠
삼삼드래,왕구리,28,85,2.000,3.000,0.4735,,0.4735,,없음
삼삼드래,엘레이드,28,86,2.000,2.000,0.1300,,0.1379,-0.3367,생명의구슬
삼삼드래,브리무음,28,87,3.000,1.000,-0.3144,,-0.3144,,기합의띠
삼삼드래,눈여아,28,88,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
