atk\def,보만다,한카리아스,누리레느,갑주무사,하마돈,루카리오,드닐레이브,브리두라스,타부자고,따라큐,고릴타,킬가르도,마스카나,갸라도스,아머까오,킬라플로르,대쓰여너,리자몽,포푸니크,개굴닌자,에이스번,알로라 나인테일,에써르(수컷),워시로토무,불카모스,빠르모트,라우드본,삼삼드래,메타그로스,망나뇽,님피아,히트로토무,거북왕,대도각참,팬텀,마폭시,엠페르트,번치코,대짱이,라이츄,블래키,다크펫,더시마사리,핫삼,오롱털,픽시,카디나르마,앱솔,찌리배리,맘모꾸리,파라블레이즈,패리퍼,찌르호크,대검귀,마기라스,이어롭,플라엣테,배바닐라,드래펄트,입치트,메가니움,메타몽,이상해꽃,밀로틱,스코빌런,아쿠스타,몰드류,조로아크(히스이),미끄래곤(히스이),잠만보,무장조,클레스퍼트라,창파나이트,우츠보트,가라르야도킹,깜까미,엘풍,저승갓숭,스트린더(하이),샤미드,사마자르,인텔리레온,깨비물거미,가디안,왕구리,엘레이드,브리무음,눈여아,어흥염,마릴리,올리르바,스트린더(로우),펜드라,화염레오,윈디(히스이),캥카,꿈트렁,에써르(암컷),후딘,드래캄
픽시,0.5531,0.6424,0.2748,0.2456,0.6032,-0.5374,-0.3288,-0.2375,-0.4929,-0.1181,0.7012,-0.1310,-0.3041,-0.1706,0.2961,-0.7955,-0.7708,-0.6236,-0.2622,-0.0040,-0.7955,-0.2375,0.4046,-0.2622,-0.6482,-0.3041,-0.5023,0.5402,-0.3041,0.3571,-0.2999,-0.7096,-0.4166,0.2292,-0.7708,-0.6998,-0.3983,-0.2375,0.2961,-0.5374,0.9172,0.2292,0.1901,0.6413,0.7735,0,-0.6043,-0.0040,0.0269,-0.5621,-0.6998,0.6097,0.0705,0.3316,0.1379,-0.4374,-0.5241,-0.5374,0.3068,0.4379,0.8565,0.9798,-0.1940,-0.1447,-0.2969,0.0960,-0.2375,0.0960,-0.5374,-0.0171,0.2363,0.5803,0.8897,-0.0042,-0.6628,1.0000,0.9304,0.1184,-0.6048,0.1123,-0.2375,0.0960,0.8409,-0.1706,0.0628,-0.0287,0.4820,-0.2375,0.2961,0.4866,0.7034,-0.6048,-0.4385,-0.5887,-0.8059,-0.3961,0.4270,0.3906,0.2725,-0.3041
카디나르마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
앱솔,0.1379,0.1379,-0.4311,0.0714,-0.0146,0.3712,0.1379,0.1379,-0.0230,-0.0955,-0.0955,0.1379,0.1379,0.2400,-0.1108,-0.0955,0.1379,0.3712,0.7068,0.3712,0.1379,0.1379,0.3712,-0.0955,0.5723,0.1379,-0.0841,0.3712,0.1379,0.1934,-0.5981,0.1379,-0.0955,0.3712,0.3712,0.1379,0.1767,0.1379,-0.0955,0.1379,0.5566,0.1379,0.7574,0.0312,-0.1977,-0.3041,0.1379,0,0.1325,0.1379,0.1379,0.1914,-0.0528,0.4735,0.3712,0.4735,-0.5342,0.1379,0.1379,-0.0955,0.0585,0.7068,0.5384,0.1236,0.1379,0.4735,0.1379,0.7068,0.1379,0.6268,-0.1066,0.1379,0.1379,0.2400,0.7644,0.6191,-0.0955,0.8090,0.4735,0.0977,0.1379,0.1379,0.5750,-0.4311,0.2400,0.4735,-0.2632,0.1379,0.1141,-0.0955,0.1379,0.4735,0.4735,0.1379,0.1379,0.5254,0.4735,0.1379,0.3712,0.1379
찌리배리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맘모꾸리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파라블레이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
패리퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
찌르호크,-0.1372,0.1786,-0.0528,0.9884,0.5456,0.6453,0.1379,0.1379,0.1143,0.3979,0.9838,-0.0139,-0.2861,0.2913,-0.2065,0.2827,0.2213,0.2371,0.7884,0.1787,-0.2454,-0.0528,0.4120,-0.0528,0.6302,0.1379,0.0755,0.4547,-0.2861,0.1332,-0.3591,-0.0528,0.2213,0.7903,0.5143,-0.0528,0.5526,0.5162,0.5550,-0.0955,0.9954,0.7476,0.8261,0.4655,-0.0528,0.0368,-0.0528,0.6453,0.0408,0.1806,0.3758,-0.0466,0,0.7903,0.7903,0.5162,0.0193,0.1806,-0.1840,0.1786,0.9125,0.6453,0.9040,0.5958,0.7492,-0.1840,0.7903,0.5143,0.4547,0.7858,-0.2284,0.2213,0.4547,0.8926,-0.0270,0.9976,-0.0119,0.7522,-0.0139,0.4768,0.8887,-0.0547,0.9145,0.1379,0.5550,0.6389,-0.0528,-0.0955,0.4817,0.2291,0.6549,-0.0139,0.3237,0.4547,0.4656,0.5520,0.8926,0.4120,-0.3288,0.2213
대검귀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마기라스,0.2419,-0.3288,0.1379,0.1379,-0.0588,-0.4311,0.0068,-0.3288,-0.5939,0.0068,-0.3288,-0.1977,0.2401,0.0068,0.0043,0.2401,-0.3288,0.2401,-0.6644,-0.0955,-0.4311,0.2401,0.2401,-0.3288,0.1056,-0.6644,0.7927,0.0068,0.1379,0.1767,-0.1245,0.5757,-0.3288,0.3712,-0.4311,0.2401,0.1767,-0.6644,-0.0955,-0.0955,1.0000,1.0000,0.9065,0.0038,0.1379,0.2292,-0.4311,-0.0955,0.9811,-0.3288,-0.0955,0.3875,-0.3288,-0.3288,0,-0.3288,-0.4319,0.2401,0.0068,0.4735,-0.2574,0.3712,0.0717,-0.2254,-0.0955,0.0068,-0.3288,-0.4311,0.1379,0.6268,-0.0232,0.0068,-0.4311,0.4735,1.0000,1.0000,0.0068,-0.8977,0.5757,0.2274,-0.0955,-0.3288,0.7377,-0.3288,0.4735,-0.8864,0.1379,0.5757,0.1379,0.1379,0.3390,0.5757,0.2401,0.5757,-0.0955,-0.2769,0.1379,0.3424,-0.4311,0.1379
이어롭,0.4428,0.3712,0.1379,0.0714,0.5101,0.0356,0.3712,0.1379,-0.7230,-0.0955,0.1379,-0.5621,0.3712,0.4735,-0.0955,0.1379,-0.0955,0.2136,-0.1977,0.7068,-0.1977,0.1379,0.3712,0.4735,0.3389,-0.1977,-0.6946,0.3712,-0.0955,0.3078,-0.1977,0.1379,0.1379,0.3712,0.1379,0.1379,0.6798,-0.1977,0.1379,0.3712,1.0000,0.4735,0.9932,0.0038,0.1379,0.1379,0.1379,0.3712,0.5667,0.7068,-0.3288,0.3340,-0.1142,0.3712,0.3712,0,-0.0494,0.7068,-0.3288,0.1379,0.7080,0.3712,0.6918,0.8072,0.3783,0.1379,0.3712,0.1379,0.3712,0.7535,-0.0312,0.1379,-0.1977,0.8090,0.1379,0.9971,0.1379,-0.3397,0.4735,0.7677,0.1379,0.4735,0.8090,0.1379,0.4735,0.1379,0.1379,0.0864,0.1379,0.1379,0.5723,0.4735,0.4735,0.3712,0.3625,0.4231,0.1379,0.1379,0.3712,0.1379
플라엣테,0.8236,0.3703,0.8059,0.3441,0.7064,0.1379,0.4164,0.2862,-0.2994,0.6716,0.2862,-0.6192,0.2401,0.5176,-0.0138,0.1830,0.0347,0.2712,-0.1986,0.0528,-0.8525,0.3855,0.8934,0.8542,0.2625,0.0528,0.3902,0.7520,-0.1986,0.9033,0.2436,0.2522,0.3817,0.0347,-0.1805,-0.2892,0.1206,0.2862,0.1830,0.4907,1.0000,0.1379,0.9480,-0.0552,0.7520,0.9692,0.2677,0.8542,0.9864,0.4735,-0.0640,0.8691,0.4752,0.8542,0.6037,-0.1805,0,0.6670,0.3884,0.1830,0.9169,0.7972,0.2381,0.9480,0.3961,0.4907,-0.1986,0.2853,0.0347,0.4130,0.0484,0.8203,0.7520,0.1830,-0.2585,1.0000,0.8203,0.9444,0.2862,0.9362,0.8542,0.4907,0.8637,0.8521,0.9475,0.7535,0.8532,0.6330,0.2020,0.7351,0.8751,0.2862,-0.3288,-0.1990,-0.0536,0.2119,0.0302,0.8904,0.4907,0.1830
배바닐라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드래펄트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입치트,-0.2573,-0.3288,-0.2267,0.1345,-0.4145,-0.5621,-0.3288,-0.3321,-0.4035,0.6780,-0.5621,-0.7955,0.3424,-0.3288,0.1997,-0.3288,-0.5621,-0.8746,-0.0955,-0.3288,-0.7955,0.9113,0.0068,-0.5621,-0.7955,0.0068,-0.8005,-0.0955,-0.7955,-0.2732,0.0068,-0.8977,-0.5621,0.2401,0.0068,-0.8977,-0.5355,-0.6644,-0.7955,-0.3288,0.9943,0.0068,0.9475,0.3925,0.6780,-0.2375,-0.8977,0.0068,0.1786,-0.3288,-0.5621,0.0068,-0.5247,0.3424,-0.3288,-0.0095,0.1551,0.3424,-0.3288,0,-0.3004,0.8090,-0.3439,-0.0156,-0.8977,0.1066,-0.5621,-0.3288,-0.5621,0.0096,-0.1488,0.2752,-0.3288,0.9932,0.0573,1.0000,1.0000,0.0068,0.0068,-0.0406,0.0068,0.0068,0.6741,-0.3288,-0.5621,-0.3288,0.1379,0.3424,-0.7955,0.2745,-0.0955,0.0068,-0.1159,-0.8977,-0.5708,-0.2267,-0.3321,-0.2267,0.0068,0.4735
메가니움,0.0254,0.2414,0.5635,0.4991,0.9146,-0.4298,-0.4919,-0.2574,-0.4922,0.2183,0.5478,-0.1263,-0.3288,0.2308,-0.7287,-0.5942,0.7783,-0.3127,-0.5929,-0.3596,-0.8275,-0.2574,0.0765,1.0000,-0.3514,0.3116,-0.0257,0.1391,-0.0252,0.0237,0.0098,-0.7252,0.7783,-0.0252,-0.6644,-0.4919,0.2179,-0.2586,0.3712,1.0000,0.9340,0.0368,0.9217,-0.2749,0.7795,0.7042,-0.0252,0.8497,0.7787,0.2093,-0.2574,0.1653,-0.6397,0.3116,0.7783,-0.0046,-0.3472,-0.0252,0.0068,0.4735,0,0.9425,-0.8062,0.4096,-0.1924,0.3116,-0.2574,-0.3288,-0.0257,0.0518,-0.5734,0.5284,0.3724,-0.5929,-0.3461,1.0000,0.6342,0.1190,0.2702,0.8563,0.5770,0.4747,0.8755,0.3099,0.7783,0.1336,0.5432,-0.0942,-0.0324,0.9733,0.2903,0.2702,-0.8644,-0.4919,-0.2525,0.0657,-0.0257,0.4105,-0.0185,-0.3608
메타몽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이상해꽃,-0.2676,-0.4442,0.9722,0.3262,0.8315,-0.1451,-0.3800,-0.1451,-0.1516,0.2107,0.8875,-0.0306,0.3066,0.3304,-0.7000,0.3066,0.5384,-0.4852,0.2804,0.5607,-0.2624,0.5607,-0.4972,1.0000,-0.5209,0.8830,0.5888,-0.3800,0.2043,-0.3195,0.8896,-0.2088,0.9183,0.7310,0.0717,-0.2624,0.7982,0.2034,0.8398,0.9956,0.7297,0.2808,0.8602,-0.3898,0.7583,0.9961,0.2043,0.4275,0.8689,0.4584,-0.0710,0.1855,-0.4942,0.8875,0.5384,-0.2535,0.0987,0.2808,-0.4442,0.8756,0.9969,0.9333,0,0.9271,0.7149,0.2251,-0.0059,0.2069,0.2808,0.0626,-0.7092,-0.3439,0.1227,0.7799,0.0047,0.8524,1.0000,0.1031,0.7733,0.9314,0.1247,0.2251,0.8282,0.1228,0.5384,-0.2651,0.2470,0.0868,0.4389,1.0000,0.8267,0.7733,-0.4293,0.0717,-0.0195,-0.2131,-0.1405,-0.4972,-0.7139,0.2400
밀로틱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스코빌런,-0.7282,-0.3288,0.5316,0.4054,0.7443,-0.0955,-0.4960,-0.3288,0.0497,0.3602,0.2401,0.2040,0.1450,-0.1605,0.1379,-0.3288,-0.0955,-0.7735,-0.3288,-0.0955,-0.8977,0.2401,0.0068,0.2401,-0.0571,-0.3288,-0.3965,-0.7955,0.7068,-0.7468,0.2849,-0.7293,-0.0955,0.3712,-0.3288,-0.7955,0.3899,-0.7293,0.6116,0.3424,0.7695,0.1379,0.9686,0.3712,0.4735,0.9754,-0.5621,-0.0955,0.9878,-0.0955,-0.5568,0.1379,-0.5268,0.4806,0.1089,-0.0884,0.1047,0.1450,-0.4906,0.9749,0.8085,0.5396,-0.2473,0.5810,0,0.5757,0.1450,-0.3288,-0.0955,0.2605,0.1379,0.2472,0.1379,0.3712,-0.1843,0.7996,1.0000,-0.3403,-0.0955,0.7677,-0.3288,0.1450,0.6921,0.0068,0.7801,0.0011,0.4735,0.2401,-0.3217,0.8823,0.5670,-0.0955,-0.1406,-0.7293,-0.6641,-0.3175,0.8129,0.0068,0.0068,-0.5911
아쿠스타,0.4428,0.3712,0.2116,-0.5621,0.5101,0.2400,-0.3288,-0.3288,-0.4897,-0.0955,-0.1977,-0.6644,-0.3288,-0.5621,-0.2333,0.1379,-0.3288,0.2136,0.1379,-0.7955,0.1379,0.2400,0.2400,-0.0955,0.1379,-0.1977,0.2350,0.1379,0.0043,0.1934,-0.2625,0.1379,0.0043,-0.3288,0.1379,0.8090,-0.7000,0.4735,0.0043,-0.0955,-0.4436,-0.0955,0.9932,-0.4629,-0.0955,0.0542,0.1379,-0.0955,-0.5468,0.4735,-0.1977,0.2500,0.2213,-0.7955,0.1379,0.2400,-0.0514,0.9065,-0.3288,0.0043,-0.0252,1.0000,0.2043,0.7876,-0.1906,0,0.4735,-0.0955,-0.7955,0.0171,0.2266,0.2400,0.1379,0.1379,0.1020,-0.0522,0.1379,0.4735,0.1379,0.7977,0.1379,0.0066,-0.0653,-0.0955,0.9065,-0.0842,0.1221,-0.0955,-0.0955,0.2442,-0.0955,0.1379,0.1379,0.4735,0.3750,-0.2773,0.5852,0.9065,-0.0955,0.1379
몰드류,0.0335,-0.0955,0.1379,-0.0955,-0.0279,0.0356,0.1379,0.1379,0.2103,0.8090,-0.0955,0.1379,0.0068,-0.0955,0.1363,0.3712,-0.1977,0.0587,-0.0955,-0.3288,-0.0955,0.2401,0.4735,-0.3288,0.2314,-0.0955,0.1215,0.1379,0.1379,0.0738,0.7137,-0.1977,-0.1977,0.4735,-0.0955,-0.4311,0.3442,0.3712,0.1379,-0.0955,0.9240,0.4735,0.8090,0.1965,0.4735,0.7735,0.0356,0.1379,0.9046,0.1379,0.3712,0.1007,0.0549,0.4735,0.1379,0.0068,0.8542,0.4735,-0.3288,0.8090,0.3515,0.4735,0.3216,0.2394,0.0427,0.0068,0,-0.3288,0.3712,0.2400,-0.3036,0.6780,-0.1977,0.8090,0.4391,0.9498,0.5757,-0.0707,0.9113,-0.0667,0.1379,-0.3288,0.4735,0.7068,0.1379,0.1379,0.3057,0.2401,0.1379,0.4735,0.1990,0.9113,0.0068,-0.4311,0.3712,0.4373,0.2400,0.4735,-0.3288,0.3712
조로아크(히스이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미끄래곤(히스이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잠만보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무장조,-0.0261,0.4815,0.5458,0.8170,0.9045,0.3810,0.4599,-0.2646,0.0183,0.9756,0.8550,0.0233,-0.0214,0.4865,0.5359,0.7809,0.2118,-0.1555,0.1477,0.2500,-0.4979,0.7809,0.7166,-0.4979,0.3093,0.1379,-0.4217,0.2118,0.3388,0.2880,0.8334,-0.5903,0.2118,0.3882,0.4833,-0.1236,0.5583,0.1097,0.3043,-0.0955,0.8582,0.7166,0.8652,0.5244,0.7166,0.7816,-0.1236,0.7166,-0.2152,0.7166,-0.0312,0.5630,0.2994,0.8314,0.7166,0.7955,0.9218,0.7166,-0.2548,0.4386,1.0000,0.9756,1.0000,0.9152,0.2238,0.6449,0.9284,0.1477,0.1476,0.1330,0,0.9707,0.2021,1.0000,0.2962,0.9211,1.0000,0.6976,0.4453,0.7894,0.7166,0.2500,0.9559,0.4453,0.8797,0.7809,0.5951,0.4833,-0.2883,0.8131,0.9902,0.4453,1.0000,-0.1236,0.2088,0.5874,0.6345,0.7166,0.2500,0.5458
클레스퍼트라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창파나이트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
우츠보트,-0.3918,-0.4623,0.4735,0.2400,0.5101,-0.7000,-0.7955,-0.7000,-0.5378,0.1649,0.6780,-0.3288,-0.3288,-0.2267,-0.7955,-0.4623,0.0068,-0.6148,-0.6980,-0.3288,-0.5621,-0.3288,-0.3288,1.0000,-0.5023,0.0068,-0.5508,-0.5621,-0.5621,-0.5247,0.7835,-0.5621,0.0068,-0.7000,0.0068,-0.5621,0.0076,-0.5621,0.7068,0.6227,0.2947,0.2400,0.7000,-0.7406,0.4735,0.7735,-0.5621,0.0068,0.8022,-0.3288,-0.5621,0.1541,-0.5621,0.0068,0.4735,-0.2267,0.1551,-0.5621,-0.2267,-0.2313,1.0000,0.9113,0.1247,-0.1643,-0.2627,0.0068,-0.4623,0.0068,-0.4667,-0.1034,-0.7263,-0.5621,-0.0955,0,-0.0292,0.7111,1.0000,-0.6729,-0.6980,0.2950,-0.2267,0.0068,0.3931,-0.3288,0.2401,-0.5621,0.1379,-0.5621,-0.1192,1.0000,0.8090,-0.6980,-0.5862,-0.5621,-0.7955,-0.2631,0.0183,-0.5621,-0.3288,-0.4667
가라르야도킹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
깜까미,-0.7162,-0.7540,-0.7955,-0.6035,-0.6993,-0.7540,-0.7540,-0.7540,-0.3083,-0.5188,-0.7532,-0.2845,-0.7540,-0.6989,-0.7000,-0.7532,-0.2845,-0.5294,-0.4868,-0.6989,-0.3290,-0.7540,0.1524,-0.1995,-0.2569,-0.6989,-0.2036,-0.7540,0.0501,-0.7261,-0.8660,-0.5188,-0.7532,-0.7000,0.1524,-0.1832,-0.5629,-0.7540,-0.5646,-0.1147,-0.7000,0.1524,0.1515,-0.5936,-0.7955,-0.7584,-0.2845,-0.7540,-0.4485,-0.4502,0.0068,-0.3134,-0.7099,-0.7000,-0.7000,0.0922,-0.8278,-0.1995,-0.1832,-0.7540,-0.5198,0.8148,0.0447,-0.4477,-0.3828,0.6278,-0.2458,0.1524,-0.7532,-0.1958,-0.6630,0.1524,-0.7000,0.0988,0.7142,0,-0.7540,0.0596,-0.0699,-0.3547,-0.3169,-0.1995,0.1342,-0.6634,-0.0699,-0.0636,-0.7295,0.1524,-0.7000,-0.7365,-0.5117,-0.0699,-0.2113,-0.5188,-0.7511,0.1087,-0.4687,0.1524,-0.0511,-0.5188
엘풍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
저승갓숭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
스트린더(하이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
샤미드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
사마자르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
인텔리레온,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
깨비물거미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
가디안,0.3100,-0.0955,0.4855,0.1379,0.1754,0.1379,0.3712,0.1379,-0.0230,0.1379,0.1379,-0.4311,-0.0955,0.7068,-0.0955,0.3712,0.1379,-0.0724,-0.0955,-0.0955,-0.6644,0.3424,0.4735,0.4735,0.0462,-0.0955,0.2236,0.7068,-0.1977,0.6434,-0.0240,0.4735,0.4735,0.1379,-0.0955,-0.4623,0.1497,0.3712,0.1379,0.0068,0.7530,-0.1977,0.9113,0.2371,0.3712,0.8962,0.2400,0.7068,0.9001,0.1379,-0.4311,0.7394,0.1787,0.7068,0.3712,-0.3288,0.0528,0.4735,-0.4311,0.1379,0.7762,0.8090,0.3562,0.9909,0.4735,0.0068,0.1379,-0.3288,-0.4311,0.1323,0.3810,0.0068,0.7068,0.1379,-0.0292,0.7512,0.3424,0.1627,0.3712,0.8945,0.4735,0.0068,0.5037,0,0.8090,0.3746,0.8090,0.0068,0.1141,0.8090,0.5333,0.3712,-0.4311,0.0068,-0.0955,0.1018,0.1379,1.0000,0.0068,0.1379
왕구리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
엘레이드,0.4428,0.3712,0.1379,0.0021,0.5101,0.3825,0.1379,0.1492,0.2083,0.1379,0.1492,-0.1864,-0.0955,0.0144,-0.3288,0.7068,0.1379,-0.0128,0.2401,0.2401,-0.3175,0.1379,0.4735,0.4735,0.2776,0.1492,0.2350,0.1492,0.4735,0.4323,-0.1964,0.4656,0.4735,0.7068,0.1300,0.4735,0.5123,0.1492,0.3825,0.4656,0.8967,0.1379,0.9932,-0.0935,0.1300,-0.0062,0.4735,0.3712,0.9001,0.4735,-0.1864,-0.1309,0.0721,0.8090,0.8090,0.3825,-0.1569,0.6989,-0.3288,0.1379,0.7138,0.7102,0.7622,0.5839,0.4735,0.3424,0.6989,-0.0955,0.4735,0.6329,-0.2646,0.4735,0.1379,0.8090,0.7024,0.8514,-0.1033,0.4735,0.7102,0.8187,0.4656,0.0068,0.5814,0.1379,0.8090,0,0.1339,0.2401,0.1813,0.4735,0.5706,0.7102,0.0068,0.6989,0.3947,0.1993,0.5017,0.4848,0.0068,0.1492
브리무음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
눈여아,0.6063,0.3712,0.4453,0.1379,0.4087,-0.4311,-0.0955,0.1379,0.0337,0.1379,0.3712,-0.1977,-0.0955,0.3712,0.2400,0.1379,-0.1977,-0.1746,-0.0955,-0.3288,-0.4311,0.2400,0.4735,0.2400,-0.2353,0.1379,0.1215,0.3712,-0.1977,0.4268,-0.2625,-0.4311,0.1379,-0.6644,0.1379,-0.1977,0.1497,-0.4311,-0.0955,0.4735,0.0116,0.0356,0.9065,-0.0216,-0.1977,0.5380,-0.1977,0.1379,0.8626,-0.0955,-0.1977,0.7231,0.4547,0.1379,-0.4311,0.9113,-0.0387,0.2400,-0.0955,0.1379,0.7783,0.4735,0.8756,0.6381,0.0427,0.4735,0.1379,0.1379,-0.0955,-0.7955,0.3810,0.4735,0.1379,0.7068,0.3183,0.1379,0.8090,0.4378,0.4735,0.3239,0.1379,0.2401,0.5732,0.4735,0.8090,0.1492,0.4735,0,-0.6881,0.8090,0.6746,0.4735,0.4735,-0.4311,-0.4398,0.4373,0.1256,0.4735,-0.0955,0.1379
어흥염,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
마릴리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
올리르바,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
스트린더(로우),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
펜드라,-0.3822,-0.3052,0.7133,0.9723,0.4694,-0.3288,-0.2267,-0.5621,-0.2584,0.8586,0.9579,0.0152,0.4165,0.1066,-0.6998,-0.0955,-0.7955,-0.3664,0.1832,0.0068,-0.3288,0.2401,-0.0955,0.0068,-0.2353,0.0068,-0.5645,-0.3288,-0.4514,-0.4530,0.7800,-0.4880,-0.2751,0.3557,0.0068,-0.6644,0.4667,-0.3288,0.1987,0.0068,0.9406,-0.0515,0.9932,-0.6492,0.8090,0.6559,-0.4880,0.1175,0.7419,-0.2680,-0.3288,-0.3660,-0.6623,0.5188,0.1379,0.0068,-0.0014,0.0068,-0.6848,0.5883,0.7286,0.8628,0.8110,0.4393,-0.1406,0.0068,0.0068,-0.5621,0.3142,0.2400,-0.7261,-0.3288,-0.3288,1.0000,0.1000,0.9180,1.0000,-0.1269,0.2401,0.2284,-0.2751,0.0068,0.8905,-0.0955,0.0068,-0.1471,0.3712,0.0068,-0.1079,1.0000,0.6727,0.2401,0,-0.4880,-0.2574,-0.1060,-0.5397,-0.2181,-0.0955,0.1379
